ko	gene
ko04714	CP14g9515
ko05020	CP14g9515
ko05030	CP14g9515
ko04151	CP14g9515
ko04022	CP14g9515
ko04668	CP14g9515
ko04935	CP14g9515
ko04211	CP14g9515
ko05031	CP14g9515
ko05161	CP14g9515
ko04261	CP14g9515
ko04624	CP14g9515
ko04918	CP14g9515
ko04010	CP14g9515
ko04926	CP14g9515
ko05166	CP2g1801
ko04728	CP2g1801
ko05203	CP2g1801
ko04928	CP2g1801
ko04922	CP2g1801
ko04934	CP2g1801
ko04927	CP2g1801
ko04925	CP2g1801
ko04911	CP2g1801
ko05163	CP2g1801
ko04915	CP2g1801
ko04013	CP2g1801
ko05034	CP2g1801
ko04714	CP2g1801
ko05020	CP2g1801
ko05030	CP2g1801
ko04151	CP2g1801
ko04022	CP2g1801
ko04668	CP2g1801
ko04935	CP2g1801
ko04211	CP2g1801
ko05031	CP2g1801
ko05161	CP2g1801
ko04261	CP2g1801
ko04624	CP2g1801
ko04918	CP2g1801
ko04010	CP2g1801
ko04926	CP2g1801
ko05166	CP2g2127
ko04728	CP2g2127
ko05203	CP2g2127
ko04928	CP2g2127
ko04922	CP2g2127
ko04934	CP2g2127
ko04927	CP2g2127
ko04925	CP2g2127
ko04911	CP2g2127
ko05163	CP2g2127
ko04915	CP2g2127
ko04013	CP2g2127
ko05034	CP2g2127
ko04714	CP2g2127
ko05020	CP2g2127
ko05030	CP2g2127
ko04151	CP2g2127
ko04022	CP2g2127
ko04668	CP2g2127
ko04935	CP2g2127
ko04211	CP2g2127
ko05031	CP2g2127
ko05161	CP2g2127
ko04261	CP2g2127
ko04624	CP2g2127
ko04918	CP2g2127
ko04010	CP2g2127
ko04926	CP2g2127
ko05166	CP1g130
ko04728	CP1g130
ko05203	CP1g130
ko04928	CP1g130
ko04922	CP1g130
ko04934	CP1g130
ko04927	CP1g130
ko04925	CP1g130
ko04911	CP1g130
ko05163	CP1g130
ko04915	CP1g130
ko04013	CP1g130
ko05034	CP1g130
ko04714	CP1g130
ko05020	CP1g130
ko05030	CP1g130
ko04151	CP1g130
ko04022	CP1g130
ko04668	CP1g130
ko04935	CP1g130
ko04211	CP1g130
ko05031	CP1g130
ko05161	CP1g130
ko04261	CP1g130
ko04624	CP1g130
ko04918	CP1g130
ko04010	CP1g130
ko04926	CP1g130
ko05166	CP12g8897
ko04728	CP12g8897
ko05203	CP12g8897
ko04928	CP12g8897
ko04922	CP12g8897
ko04934	CP12g8897
ko04927	CP12g8897
ko04925	CP12g8897
ko04911	CP12g8897
ko05163	CP12g8897
ko04915	CP12g8897
ko04013	CP12g8897
ko05034	CP12g8897
ko04714	CP12g8897
ko05020	CP12g8897
ko05030	CP12g8897
ko04151	CP12g8897
ko04022	CP12g8897
ko04668	CP12g8897
ko04935	CP12g8897
ko04211	CP12g8897
ko05031	CP12g8897
ko05161	CP12g8897
ko04261	CP12g8897
ko04624	CP12g8897
ko04918	CP12g8897
ko04010	CP12g8897
ko04926	CP12g8897
ko05166	CP21g10188
ko04728	CP21g10188
ko05203	CP21g10188
ko04928	CP21g10188
ko04922	CP21g10188
ko04934	CP21g10188
ko04927	CP21g10188
ko04925	CP21g10188
ko04911	CP21g10188
ko05163	CP21g10188
ko04915	CP21g10188
ko04013	CP21g10188
ko05034	CP21g10188
ko04714	CP21g10188
ko05020	CP21g10188
ko05030	CP21g10188
ko04151	CP21g10188
ko04022	CP21g10188
ko04668	CP21g10188
ko04935	CP21g10188
ko04211	CP21g10188
ko05031	CP21g10188
ko05161	CP21g10188
ko04261	CP21g10188
ko04624	CP21g10188
ko04918	CP21g10188
ko04010	CP21g10188
ko04926	CP21g10188
ko05166	CP11g8023
ko04728	CP11g8023
ko05203	CP11g8023
ko04928	CP11g8023
ko04922	CP11g8023
ko04934	CP11g8023
ko04927	CP11g8023
ko04925	CP11g8023
ko04911	CP11g8023
ko05163	CP11g8023
ko04915	CP11g8023
ko04013	CP11g8023
ko05034	CP11g8023
ko04714	CP11g8023
ko05020	CP11g8023
ko05030	CP11g8023
ko04151	CP11g8023
ko04022	CP11g8023
ko04668	CP11g8023
ko04935	CP11g8023
ko04211	CP11g8023
ko05031	CP11g8023
ko05161	CP11g8023
ko04261	CP11g8023
ko04624	CP11g8023
ko04918	CP11g8023
ko04010	CP11g8023
ko04926	CP11g8023
ko05166	CP6g5525
ko04728	CP6g5525
ko05203	CP6g5525
ko04928	CP6g5525
ko04922	CP6g5525
ko04934	CP6g5525
ko04927	CP6g5525
ko04925	CP6g5525
ko04911	CP6g5525
ko05163	CP6g5525
ko04915	CP6g5525
ko04013	CP6g5525
ko05034	CP6g5525
ko04714	CP6g5525
ko05020	CP6g5525
ko05030	CP6g5525
ko04151	CP6g5525
ko04022	CP6g5525
ko04668	CP6g5525
ko04935	CP6g5525
ko04211	CP6g5525
ko05031	CP6g5525
ko05161	CP6g5525
ko04261	CP6g5525
ko04624	CP6g5525
ko04918	CP6g5525
ko04010	CP6g5525
ko04926	CP6g5525
ko05166	CP10g8411
ko04728	CP10g8411
ko05203	CP10g8411
ko04928	CP10g8411
ko04922	CP10g8411
ko04934	CP10g8411
ko04927	CP10g8411
ko04925	CP10g8411
ko04911	CP10g8411
ko05163	CP10g8411
ko04915	CP10g8411
ko04013	CP10g8411
ko05034	CP10g8411
ko04714	CP10g8411
ko05020	CP10g8411
ko05030	CP10g8411
ko04151	CP10g8411
ko04022	CP10g8411
ko04668	CP10g8411
ko04935	CP10g8411
ko04211	CP10g8411
ko05031	CP10g8411
ko05161	CP10g8411
ko04261	CP10g8411
ko04624	CP10g8411
ko04918	CP10g8411
ko04010	CP10g8411
ko04926	CP10g8411
ko05166	CP14g9511
ko04728	CP14g9511
ko05203	CP14g9511
ko04928	CP14g9511
ko04922	CP14g9511
ko04934	CP14g9511
ko04927	CP14g9511
ko04925	CP14g9511
ko04911	CP14g9511
ko05163	CP14g9511
ko04915	CP14g9511
ko04013	CP14g9511
ko05034	CP14g9511
ko04714	CP14g9511
ko05020	CP14g9511
ko05030	CP14g9511
ko04151	CP14g9511
ko04022	CP14g9511
ko04668	CP14g9511
ko04935	CP14g9511
ko04211	CP14g9511
ko05031	CP14g9511
ko05161	CP14g9511
ko04261	CP14g9511
ko04624	CP14g9511
ko04918	CP14g9511
ko04010	CP14g9511
ko04926	CP14g9511
ko05166	CP4g4454
ko04728	CP4g4454
ko05203	CP4g4454
ko04928	CP4g4454
ko04922	CP4g4454
ko04934	CP4g4454
ko04927	CP4g4454
ko04925	CP4g4454
ko04911	CP4g4454
ko05163	CP4g4454
ko04915	CP4g4454
ko04013	CP4g4454
ko05034	CP4g4454
ko04714	CP4g4454
ko05020	CP4g4454
ko05030	CP4g4454
ko04151	CP4g4454
ko04022	CP4g4454
ko04668	CP4g4454
ko04935	CP4g4454
ko04211	CP4g4454
ko05031	CP4g4454
ko05161	CP4g4454
ko04261	CP4g4454
ko04624	CP4g4454
ko04918	CP4g4454
ko04010	CP4g4454
ko04926	CP4g4454
ko05166	CP12g8893
ko04728	CP12g8893
ko05203	CP12g8893
ko04928	CP12g8893
ko04922	CP12g8893
ko04934	CP12g8893
ko04927	CP12g8893
ko04925	CP12g8893
ko04911	CP12g8893
ko05163	CP12g8893
ko04915	CP12g8893
ko04013	CP12g8893
ko05034	CP12g8893
ko04714	CP12g8893
ko05020	CP12g8893
ko05030	CP12g8893
ko04151	CP12g8893
ko04022	CP12g8893
ko04668	CP12g8893
ko04935	CP12g8893
ko04211	CP12g8893
ko05031	CP12g8893
ko05161	CP12g8893
ko04261	CP12g8893
ko04624	CP12g8893
ko04918	CP12g8893
ko04010	CP12g8893
ko04926	CP12g8893
ko04010	CP3g2914
ko04361	CP3g2914
ko04010	CP6g5541
ko04361	CP6g5541
ko04010	CP1g1125
ko04010	CP10g8616
ko04010	CP11g8177
ko05200	CP1g713
ko05212	CP1g713
ko03460	CP1g713
ko03440	CP1g713
ko04122	CP9g7509
ko00730	CP9g7509
ko04122	CP11g7839
ko00730	CP11g7839
ko04935	CP7g6764
ko04919	CP7g6764
ko04922	CP7g6764
ko05206	CP7g6764
ko04068	CP7g6764
ko05215	CP7g6764
ko04066	CP7g6764
ko04024	CP7g6764
ko05016	CP7g6764
ko04110	CP7g6764
ko04330	CP7g6764
ko05165	CP7g6764
ko04720	CP7g6764
ko05167	CP7g6764
ko05152	CP7g6764
ko04350	CP7g6764
ko05211	CP7g6764
ko05200	CP7g6764
ko05203	CP7g6764
ko04310	CP7g6764
ko05161	CP7g6764
ko05164	CP7g6764
ko04520	CP7g6764
ko05166	CP7g6764
ko04916	CP7g6764
ko04630	CP7g6764
ko04310	CP6g5423
ko04330	CP5g5395
ko04722	CP5g5395
ko04361	CP5g5395
ko05022	CP5g5395
ko05165	CP5g5395
ko04310	CP5g5395
ko05010	CP5g5395
ko04013	CP11g7984
ko04310	CP11g7984
ko04013	CP11g8070
ko04310	CP11g8070
ko04013	CP6g6140
ko04310	CP6g6140
ko05205	CP11g8237
ko05022	CP11g8237
ko05012	CP11g8237
ko04728	CP11g8237
ko05152	CP11g8237
ko04114	CP11g8237
ko04722	CP11g8237
ko04922	CP11g8237
ko04740	CP11g8237
ko04713	CP11g8237
ko04066	CP11g8237
ko04217	CP11g8237
ko05200	CP11g8237
ko04360	CP11g8237
ko04971	CP11g8237
ko05417	CP11g8237
ko04020	CP11g8237
ko04725	CP11g8237
ko05031	CP11g8237
ko05415	CP11g8237
ko04912	CP11g8237
ko04750	CP11g8237
ko04745	CP11g8237
ko04012	CP11g8237
ko04934	CP11g8237
ko04916	CP11g8237
ko04720	CP11g8237
ko04911	CP11g8237
ko04024	CP11g8237
ko05214	CP11g8237
ko04310	CP11g8237
ko04921	CP11g8237
ko04261	CP11g8237
ko04925	CP11g8237
ko05014	CP1g475
ko04141	CP1g475
ko05010	CP1g257
ko04141	CP5g5140
ko04120	CP5g5140
ko05012	CP5g5140
ko05022	CP5g5140
ko04068	CP1g1297
ko05417	CP1g1297
ko04213	CP1g1297
ko04013	CP1g1297
ko04212	CP1g1297
ko04146	CP1g1297
ko04211	CP1g1297
ko05016	CP1g1297
ko04068	CP1g627
ko05417	CP1g627
ko04213	CP1g627
ko04013	CP1g627
ko04212	CP1g627
ko04146	CP1g627
ko04211	CP1g627
ko05016	CP1g627
ko00970	CP2g1822
ko00970	CP13g9321
ko00970	CP9g7270
ko05016	CP2g2427
ko05022	CP2g2427
ko04721	CP3g3234
ko04961	CP3g3234
ko04142	CP3g3234
ko04144	CP3g3234
ko05016	CP3g3234
ko05100	CP3g3234
ko01522	CP2g1682
ko04919	CP2g1682
ko05202	CP2g1682
ko05203	CP2g1773
ko04350	CP2g1773
ko05165	CP2g1773
ko04110	CP2g1773
ko04218	CP2g1773
ko05203	CP9g7385
ko04350	CP9g7385
ko05165	CP9g7385
ko04110	CP9g7385
ko04218	CP9g7385
ko04361	CP5g4835
ko05224	CP5g4835
ko04152	CP5g4835
ko05212	CP5g4835
ko04211	CP5g4835
ko04150	CP5g4835
ko04012	CP5g4835
ko04213	CP5g4835
ko04350	CP5g4835
ko05231	CP5g4835
ko01521	CP5g4835
ko04910	CP5g4835
ko04066	CP5g4835
ko05165	CP5g4835
ko05225	CP5g4835
ko05131	CP5g4835
ko05226	CP5g4835
ko04212	CP5g4835
ko05200	CP5g4835
ko05163	CP5g4835
ko01522	CP5g4835
ko04140	CP5g4835
ko05235	CP5g4835
ko05170	CP5g4835
ko04931	CP5g4835
ko05210	CP5g4835
ko05205	CP5g4835
ko04714	CP5g4835
ko05221	CP5g4835
ko04666	CP5g4835
ko04151	CP5g4835
ko04371	CP5g4835
ko00600	CP11g8091
ko04071	CP9g7243
ko00600	CP9g7243
ko04071	CP2g1911
ko00600	CP2g1911
ko00600	CP11g7880
ko04071	CP11g7880
ko00600	CP11g7879
ko04071	CP11g7879
ko00600	CP9g7630
ko00600	CP6g5831
ko04071	CP6g5831
ko04072	CP8g6517
ko04071	CP8g6517
ko04020	CP8g6517
ko04666	CP8g6517
ko05152	CP8g6517
ko04371	CP8g6517
ko00600	CP8g6517
ko04370	CP8g6517
ko04072	CP8g6619
ko04071	CP8g6619
ko04020	CP8g6619
ko04666	CP8g6619
ko05152	CP8g6619
ko04371	CP8g6619
ko00600	CP8g6619
ko04370	CP8g6619
ko04072	CP2g2367
ko04071	CP2g2367
ko04020	CP2g2367
ko04666	CP2g2367
ko05152	CP2g2367
ko04371	CP2g2367
ko00600	CP2g2367
ko04370	CP2g2367
ko04072	CP12g8677
ko04071	CP12g8677
ko04020	CP12g8677
ko04666	CP12g8677
ko05152	CP12g8677
ko04371	CP12g8677
ko00600	CP12g8677
ko04370	CP12g8677
ko05166	CP1g1467
ko04210	CP1g1467
ko03440	CP1g1467
ko04110	CP1g1467
ko04218	CP1g1467
ko05206	CP1g1467
ko05165	CP1g1467
ko04068	CP1g1467
ko05202	CP1g1467
ko01524	CP1g1467
ko04064	CP1g1467
ko05170	CP1g1467
ko04214	CP1g1467
ko05131	CP1g1467
ko04115	CP1g1467
ko04064	CP2g1947
ko04010	CP2g1947
ko04624	CP2g1947
ko05169	CP2g1947
ko05171	CP2g1947
ko05145	CP2g1947
ko05417	CP2g1947
ko04620	CP2g1947
ko05161	CP2g1947
ko05133	CP2g1947
ko04722	CP2g1947
ko05168	CP2g1947
ko05132	CP2g1947
ko05140	CP2g1947
ko05170	CP2g1947
ko05152	CP2g1947
ko05130	CP2g1947
ko05162	CP2g1947
ko05142	CP2g1947
ko05135	CP2g1947
ko05169	CP3g2916
ko05161	CP3g2916
ko04010	CP3g2916
ko05417	CP3g2916
ko05162	CP3g2916
ko04621	CP3g2916
ko05135	CP3g2916
ko05170	CP3g2916
ko05164	CP3g2916
ko05171	CP3g2916
ko04624	CP3g2916
ko05132	CP3g2916
ko04722	CP3g2916
ko05142	CP3g2916
ko05130	CP3g2916
ko04064	CP3g2916
ko05140	CP3g2916
ko04620	CP3g2916
ko05152	CP3g2916
ko05133	CP3g2916
ko05168	CP3g2916
ko05145	CP3g2916
ko05169	CP15g9744
ko05161	CP15g9744
ko04010	CP15g9744
ko05417	CP15g9744
ko05162	CP15g9744
ko04621	CP15g9744
ko05135	CP15g9744
ko05170	CP15g9744
ko05164	CP15g9744
ko05171	CP15g9744
ko04624	CP15g9744
ko05132	CP15g9744
ko04722	CP15g9744
ko05142	CP15g9744
ko05130	CP15g9744
ko04064	CP15g9744
ko05140	CP15g9744
ko04620	CP15g9744
ko05152	CP15g9744
ko05133	CP15g9744
ko05168	CP15g9744
ko05145	CP15g9744
ko05169	CP2g2372
ko05161	CP2g2372
ko04010	CP2g2372
ko05417	CP2g2372
ko05162	CP2g2372
ko04621	CP2g2372
ko05135	CP2g2372
ko05170	CP2g2372
ko05164	CP2g2372
ko05171	CP2g2372
ko04624	CP2g2372
ko05132	CP2g2372
ko04722	CP2g2372
ko05142	CP2g2372
ko05130	CP2g2372
ko04064	CP2g2372
ko05140	CP2g2372
ko04620	CP2g2372
ko05152	CP2g2372
ko05133	CP2g2372
ko05168	CP2g2372
ko05145	CP2g2372
ko05169	CP4g3590
ko05161	CP4g3590
ko04010	CP4g3590
ko05417	CP4g3590
ko05162	CP4g3590
ko04621	CP4g3590
ko05135	CP4g3590
ko05170	CP4g3590
ko05164	CP4g3590
ko05171	CP4g3590
ko04624	CP4g3590
ko05132	CP4g3590
ko04722	CP4g3590
ko05142	CP4g3590
ko05130	CP4g3590
ko04064	CP4g3590
ko05140	CP4g3590
ko04620	CP4g3590
ko05152	CP4g3590
ko05133	CP4g3590
ko05168	CP4g3590
ko05145	CP4g3590
ko05169	CP9g7694
ko05161	CP9g7694
ko04010	CP9g7694
ko05417	CP9g7694
ko05162	CP9g7694
ko04621	CP9g7694
ko05135	CP9g7694
ko05170	CP9g7694
ko05164	CP9g7694
ko05171	CP9g7694
ko04624	CP9g7694
ko05132	CP9g7694
ko04722	CP9g7694
ko05142	CP9g7694
ko05130	CP9g7694
ko04064	CP9g7694
ko05140	CP9g7694
ko04620	CP9g7694
ko05152	CP9g7694
ko05133	CP9g7694
ko05168	CP9g7694
ko05145	CP9g7694
ko05169	CP6g5527
ko05161	CP6g5527
ko04010	CP6g5527
ko05417	CP6g5527
ko05162	CP6g5527
ko04621	CP6g5527
ko05135	CP6g5527
ko05170	CP6g5527
ko05164	CP6g5527
ko05171	CP6g5527
ko04624	CP6g5527
ko05132	CP6g5527
ko04722	CP6g5527
ko05142	CP6g5527
ko05130	CP6g5527
ko04064	CP6g5527
ko05140	CP6g5527
ko04620	CP6g5527
ko05152	CP6g5527
ko05133	CP6g5527
ko05168	CP6g5527
ko05145	CP6g5527
ko05169	CP1g1521
ko05161	CP1g1521
ko04010	CP1g1521
ko05417	CP1g1521
ko05162	CP1g1521
ko04621	CP1g1521
ko05135	CP1g1521
ko05170	CP1g1521
ko05164	CP1g1521
ko05171	CP1g1521
ko04624	CP1g1521
ko05132	CP1g1521
ko04722	CP1g1521
ko05142	CP1g1521
ko05130	CP1g1521
ko04064	CP1g1521
ko05140	CP1g1521
ko04620	CP1g1521
ko05152	CP1g1521
ko05133	CP1g1521
ko05168	CP1g1521
ko05145	CP1g1521
ko05169	CP7g6765
ko05161	CP7g6765
ko04010	CP7g6765
ko05417	CP7g6765
ko05162	CP7g6765
ko04621	CP7g6765
ko05135	CP7g6765
ko05170	CP7g6765
ko05164	CP7g6765
ko05171	CP7g6765
ko04624	CP7g6765
ko05132	CP7g6765
ko04722	CP7g6765
ko05142	CP7g6765
ko05130	CP7g6765
ko04064	CP7g6765
ko05140	CP7g6765
ko04620	CP7g6765
ko05152	CP7g6765
ko05133	CP7g6765
ko05168	CP7g6765
ko05145	CP7g6765
ko05169	CP8g6388
ko05161	CP8g6388
ko04010	CP8g6388
ko05417	CP8g6388
ko05162	CP8g6388
ko04621	CP8g6388
ko05135	CP8g6388
ko05170	CP8g6388
ko05164	CP8g6388
ko05171	CP8g6388
ko04624	CP8g6388
ko05132	CP8g6388
ko04722	CP8g6388
ko05142	CP8g6388
ko05130	CP8g6388
ko04064	CP8g6388
ko05140	CP8g6388
ko04620	CP8g6388
ko05152	CP8g6388
ko05133	CP8g6388
ko05168	CP8g6388
ko05145	CP8g6388
ko05169	CP2g2196
ko05161	CP2g2196
ko04010	CP2g2196
ko05417	CP2g2196
ko05162	CP2g2196
ko04621	CP2g2196
ko05135	CP2g2196
ko05170	CP2g2196
ko05164	CP2g2196
ko05171	CP2g2196
ko04624	CP2g2196
ko05132	CP2g2196
ko04722	CP2g2196
ko05142	CP2g2196
ko05130	CP2g2196
ko04064	CP2g2196
ko05140	CP2g2196
ko04620	CP2g2196
ko05152	CP2g2196
ko05133	CP2g2196
ko05168	CP2g2196
ko05145	CP2g2196
ko05169	CP13g9325
ko05161	CP13g9325
ko04010	CP13g9325
ko05417	CP13g9325
ko05162	CP13g9325
ko04621	CP13g9325
ko05135	CP13g9325
ko05170	CP13g9325
ko05164	CP13g9325
ko05171	CP13g9325
ko04624	CP13g9325
ko05132	CP13g9325
ko04722	CP13g9325
ko05142	CP13g9325
ko05130	CP13g9325
ko04064	CP13g9325
ko05140	CP13g9325
ko04620	CP13g9325
ko05152	CP13g9325
ko05133	CP13g9325
ko05168	CP13g9325
ko05145	CP13g9325
ko05169	CP15g9752
ko05161	CP15g9752
ko04010	CP15g9752
ko05417	CP15g9752
ko05162	CP15g9752
ko04621	CP15g9752
ko05135	CP15g9752
ko05170	CP15g9752
ko05164	CP15g9752
ko05171	CP15g9752
ko04624	CP15g9752
ko05132	CP15g9752
ko04722	CP15g9752
ko05142	CP15g9752
ko05130	CP15g9752
ko04064	CP15g9752
ko05140	CP15g9752
ko04620	CP15g9752
ko05152	CP15g9752
ko05133	CP15g9752
ko05168	CP15g9752
ko05145	CP15g9752
ko05169	CP4g3711
ko05161	CP4g3711
ko04010	CP4g3711
ko05417	CP4g3711
ko05162	CP4g3711
ko04621	CP4g3711
ko05135	CP4g3711
ko05170	CP4g3711
ko05164	CP4g3711
ko05171	CP4g3711
ko04624	CP4g3711
ko05132	CP4g3711
ko04722	CP4g3711
ko05142	CP4g3711
ko05130	CP4g3711
ko04064	CP4g3711
ko05140	CP4g3711
ko04620	CP4g3711
ko05152	CP4g3711
ko05133	CP4g3711
ko05168	CP4g3711
ko05145	CP4g3711
ko04910	CP7g7140
ko03410	CP12g8831
ko03450	CP12g8831
ko03030	CP12g8831
ko03420	CP10g8471
ko04110	CP10g8471
ko05161	CP10g8471
ko03430	CP10g8471
ko04530	CP10g8471
ko03030	CP10g8471
ko03410	CP10g8471
ko03420	CP5g4640
ko04110	CP5g4640
ko05161	CP5g4640
ko03430	CP5g4640
ko04530	CP5g4640
ko03030	CP5g4640
ko03410	CP5g4640
ko04972	CP11g7972
ko04911	CP11g7972
ko04270	CP11g7972
ko04970	CP11g7972
ko04924	CP11g7972
ko04022	CP11g7972
ko04929	CP5g4583
ko04929	CP4g3984
ko04921	CP1g1216
ko04725	CP1g1216
ko04921	CP9g7665
ko04725	CP9g7665
ko04921	CP13g9222
ko04725	CP13g9222
ko04613	CP3g2987
ko03013	CP13g9307
ko00750	CP2g2316
ko00750	CP4g4266
ko00750	CP1g46
ko00750	CP6g5532
ko00941	CP1g431
ko00563	CP16g10077
ko00563	CP5g4793
ko00563	CP4g3973
ko00563	CP1g1227
ko00563	CP5g5299
ko00563	CP14g9401
ko00563	CP9g7569
ko00563	CP8g6360
ko00563	CP8g6383
ko00710	CP12g8782
ko00590	CP10g8292
ko00500	CP2g1646
ko00460	CP2g1646
ko00940	CP2g1646
ko00900	CP10g8425
ko00400	CP4g4483
ko00270	CP6g5855
ko00270	CP4g3715
ko04620	CP19g10185
ko04620	CP1g844
ko00513	CP2g2121
ko00513	CP12g8975
ko00513	CP7g6761
ko00510	CP1g1067
ko04141	CP1g1067
ko00510	CP10g8261
ko04141	CP10g8261
ko00640	CP4g4402
ko00280	CP4g4402
ko00410	CP4g4402
ko00640	CP4g3623
ko00280	CP4g3623
ko00410	CP4g3623
ko00280	CP12g8765
ko04724	CP10g8665
ko04721	CP10g8665
ko05016	CP10g8665
ko05014	CP10g8665
ko02010	CP13g9204
ko02010	CP13g9205
ko02010	CP13g9237
ko02010	CP8g6315
ko02010	CP5g4839
ko02010	CP8g6314
ko02010	CP14g9555
ko02010	CP4g4174
ko02010	CP7g7153
ko04142	CP7g7153
ko02010	CP4g4276
ko04142	CP4g4276
ko02010	CP9g7296
ko02010	CP4g4121
ko05226	CP4g4410
ko05206	CP4g4410
ko02010	CP4g4410
ko04976	CP4g4410
ko05226	CP4g3648
ko05206	CP4g3648
ko02010	CP4g3648
ko04976	CP4g3648
ko02010	CP4g4113
ko02010	CP13g9301
ko01523	CP5g4844
ko05206	CP5g4844
ko04071	CP5g4844
ko02010	CP5g4844
ko04977	CP5g4844
ko01523	CP7g6753
ko05206	CP7g6753
ko04071	CP7g6753
ko02010	CP7g6753
ko04977	CP7g6753
ko01523	CP14g9374
ko05206	CP14g9374
ko04071	CP14g9374
ko02010	CP14g9374
ko04977	CP14g9374
ko01523	CP5g4854
ko05206	CP5g4854
ko04071	CP5g4854
ko02010	CP5g4854
ko04977	CP5g4854
ko04976	CP14g9705
ko01523	CP14g9705
ko02010	CP14g9705
ko04024	CP14g9705
ko02010	CP13g9228
ko04146	CP6g6038
ko02010	CP6g6038
ko04146	CP3g3191
ko02010	CP3g3191
ko04146	CP1g1172
ko02010	CP1g1172
ko04146	CP10g8602
ko02010	CP10g8602
ko04146	CP5g5137
ko02010	CP5g5137
ko04146	CP15g9749
ko02010	CP15g9749
ko04146	CP5g5139
ko02010	CP5g5139
ko04976	CP4g3871
ko02010	CP4g3871
ko01523	CP4g3871
ko04976	CP3g2947
ko02010	CP3g2947
ko01523	CP3g2947
ko04976	CP2g1778
ko02010	CP2g1778
ko01523	CP2g1778
ko04976	CP2g2159
ko02010	CP2g2159
ko01523	CP2g2159
ko04976	CP3g3436
ko02010	CP3g3436
ko01523	CP3g3436
ko04976	CP12g8702
ko02010	CP12g8702
ko01523	CP12g8702
ko04976	CP15g9914
ko02010	CP15g9914
ko01523	CP15g9914
ko04976	CP12g8914
ko02010	CP12g8914
ko01523	CP12g8914
ko04976	CP1g438
ko02010	CP1g438
ko01523	CP1g438
ko04976	CP6g5836
ko02010	CP6g5836
ko01523	CP6g5836
ko04976	CP11g8102
ko02010	CP11g8102
ko01523	CP11g8102
ko04976	CP4g3721
ko02010	CP4g3721
ko01523	CP4g3721
ko04976	CP9g7237
ko02010	CP9g7237
ko01523	CP9g7237
ko04976	CP2g2158
ko02010	CP2g2158
ko01523	CP2g2158
ko04976	CP1g1365
ko02010	CP1g1365
ko01523	CP1g1365
ko04976	CP5g4581
ko02010	CP5g4581
ko01523	CP5g4581
ko04976	CP2g1606
ko02010	CP2g1606
ko01523	CP2g1606
ko04976	CP4g3718
ko02010	CP4g3718
ko01523	CP4g3718
ko04976	CP3g2835
ko02010	CP3g2835
ko01523	CP3g2835
ko04976	CP1g1290
ko02010	CP1g1290
ko01523	CP1g1290
ko04138	CP5g5357
ko05132	CP5g5357
ko04530	CP5g5357
ko05135	CP5g5357
ko04144	CP5g5357
ko04810	CP5g5357
ko05100	CP5g5357
ko05130	CP5g5357
ko04666	CP5g5357
ko05131	CP5g5357
ko05100	CP1g104
ko04138	CP1g104
ko05132	CP1g104
ko05135	CP1g104
ko05131	CP1g104
ko04530	CP1g104
ko04144	CP1g104
ko05130	CP1g104
ko04666	CP1g104
ko04810	CP1g104
ko04810	CP1g1430
ko04144	CP1g1430
ko05100	CP1g1430
ko05131	CP1g1430
ko05130	CP1g1430
ko05132	CP1g1430
ko04138	CP1g1430
ko05135	CP1g1430
ko04530	CP1g1430
ko04666	CP1g1430
ko05132	CP9g7581
ko04013	CP9g7581
ko05131	CP9g7581
ko05014	CP9g7581
ko04810	CP9g7581
ko04015	CP9g7581
ko05170	CP5g4738
ko04810	CP5g4738
ko05133	CP5g4738
ko04666	CP5g4738
ko04360	CP5g4738
ko05166	CP3g3455
ko04080	CP3g3455
ko04214	CP3g3455
ko04979	CP3g3455
ko05166	CP3g3464
ko04080	CP3g3464
ko04214	CP3g3464
ko04979	CP3g3464
ko05166	CP3g2744
ko04080	CP3g2744
ko04214	CP3g2744
ko04979	CP3g2744
ko04020	CP5g4768
ko04978	CP5g4768
ko04972	CP5g4768
ko04970	CP5g4768
ko04022	CP5g4768
ko04925	CP5g4768
ko04961	CP5g4768
ko04024	CP5g4768
ko04261	CP5g4768
ko04020	CP5g4779
ko04978	CP5g4779
ko04972	CP5g4779
ko04970	CP5g4779
ko04022	CP5g4779
ko04925	CP5g4779
ko04961	CP5g4779
ko04024	CP5g4779
ko04261	CP5g4779
ko04020	CP1g906
ko04260	CP1g906
ko05414	CP1g906
ko04261	CP1g906
ko05017	CP1g906
ko05415	CP1g906
ko04022	CP1g906
ko05022	CP1g906
ko05010	CP1g906
ko04972	CP1g906
ko04024	CP1g906
ko05412	CP1g906
ko04919	CP1g906
ko05410	CP1g906
ko04613	CP6g5912
ko04020	CP6g5912
ko05016	CP6g5912
ko05012	CP6g5912
ko05022	CP6g5912
ko05415	CP6g5912
ko05010	CP6g5912
ko05166	CP6g5912
ko05020	CP6g5912
ko05164	CP6g5912
ko05017	CP6g5912
ko04218	CP6g5912
ko04217	CP6g5912
ko04022	CP6g5912
ko04613	CP6g5913
ko04020	CP6g5913
ko05016	CP6g5913
ko05012	CP6g5913
ko05022	CP6g5913
ko05415	CP6g5913
ko05010	CP6g5913
ko05166	CP6g5913
ko05020	CP6g5913
ko05164	CP6g5913
ko05017	CP6g5913
ko04218	CP6g5913
ko04217	CP6g5913
ko04022	CP6g5913
ko05010	CP5g4750
ko04218	CP5g4750
ko05131	CP5g4750
