#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
g1080	g4156	g1080	g4156	0	0	0	0	0.275	0	0	0.231	0.412
g1080	g9305	g1080	g9305	0	0	0	0	0.308	0	0	0.389	0.548
g1080	CP6g5682	g1080	CP6g5682	0.05	0	0	0	0.309	0	0	0.316	0.503
g1080	CP5g5052	g1080	CP5g5052	0.081	0	0	0	0.321	0	0	0.278	0.503
g1080	CP2g1936	g1080	CP2g1936	0	0	0	0	0.916	0	0	0	0.916
g1080	g6076	g1080	g6076	0.081	0	0	0	0.268	0	0	0.291	0.473
g1080	CP15g9793	g1080	CP15g9793	0.081	0	0.186	0	0.311	0	0	0.264	0.561
g1080	CP3g3050	g1080	CP3g3050	0	0	0	0	0.279	0	0	0.329	0.486
g1080	CP15g9881	g1080	CP15g9881	0.054	0	0	0	0.675	0	0	0.087	0.694
g1080	CP9g7576	g1080	CP9g7576	0	0	0	0	0	0	0.418	0	0.418
g1080	g346	g1080	g346	0	0	0	0	0.45	0	0	0	0.45
g1080	g3997	g1080	g3997	0.045	0	0	0	0.373	0	0	0.113	0.42
g1080	CP2g2089	g1080	CP2g2089	0	0	0	0	0.082	0.138	0	0.388	0.461
g1080	CP1g674	g1080	CP1g674	0.081	0	0	0	0.27	0.467	0	0.199	0.672
g1080	CP1g976	g1080	CP1g976	0.061	0	0.248	0	0.9	0	0	0.149	0.93
g1080	g8962	g1080	g8962	0.061	0	0	0	0.267	0	0	0.508	0.617
g1080	g869	g1080	g869	0.054	0	0	0	0.269	0.215	0	0.125	0.459
g1080	CP3g3325	g1080	CP3g3325	0	0	0	0	0.568	0	0	0	0.568
g1080	g1379	g1080	g1379	0	0	0	0	0.274	0	0	0.216	0.401
g1080	CP1g607	g1080	CP1g607	0.06	0	0.22	0	0.319	0	0	0.15	0.511
g1080	CP1g1297	g1080	CP1g1297	0.045	0	0	0	0.275	0.196	0	0.1	0.43
g1080	g3826	g1080	g3826	0.06	0	0	0	0.318	0	0	0.151	0.405
g1080	g6289	g1080	g6289	0	0	0	0	0.272	0	0	0.326	0.479
g1080	g6870	g1080	g6870	0.081	0	0	0	0.129	0	0	0.439	0.497
g1080	g4041	g1080	g4041	0.054	0	0.129	0	0.329	0	0	0.086	0.423
g1080	CP10g8498	g1080	CP10g8498	0	0	0	0	0.473	0	0	0	0.473
g1080	g2772	g1080	g2772	0.054	0	0.27	0	0.459	0.25	0	0.126	0.705
g1080	CP3g3562	g1080	CP3g3562	0.045	0	0.252	0	0	0.241	0	0.09	0.432
g1129	g3059	g1129	g3059	0	0	0	0	0	0.24	0.442	0.095	0.581
g1129	CP5g5052	g1129	CP5g5052	0	0	0	0	0.309	0	0	0.198	0.417
g1129	g3077	g1129	g3077	0	0	0	0	0	0.205	0.332	0.104	0.481
g1129	g3058	g1129	g3058	0	0	0	0	0	0.171	0.32	0.099	0.446
g1129	g1001	g1129	g1001	0	0	0	0	0.094	0.841	0.455	0.216	0.929
g1129	g4747	g1129	g4747	0	0	0	0	0	0.476	0.247	0.241	0.67
CP2g1846	g6291	CP2g1846	g6291	0	0	0.225	0	0	0	0	0.289	0.411
CP2g1846	CP3g2637	CP2g1846	CP3g2637	0	0	0	0	0.266	0	0	0.306	0.46
CP2g1846	CP15g9890	CP2g1846	CP15g9890	0	0	0	0	0.449	0	0	0	0.449
CP14g9661	CP14g9664	CP14g9661	CP14g9664	0.055	0	0.153	0	0.267	0	0.91	0.329	0.957
CP14g9661	g2477	CP14g9661	g2477	0.061	0	0	0	0.273	0	0.934	0.439	0.97
CP14g9661	CP6g5755	CP14g9661	CP6g5755	0.064	0	0	0	0	0	0.524	0.153	0.587
CP14g9661	CP12g8928	CP14g9661	CP12g8928	0	0	0	0	0	0	0	0.527	0.507
CP14g9661	g6966	CP14g9661	g6966	0	0	0	0	0	0	0	0.528	0.508
CP14g9661	g4585	CP14g9661	g4585	0.083	0	0	0	0.273	0	0	0.288	0.476
CP14g9621	CP5g4666	CP14g9621	CP5g4666	0	0	0	0	0.274	0.525	0	0.134	0.673
CP14g9621	CP5g5052	CP14g9621	CP5g5052	0	0	0	0	0.409	0.992	0.956	0.716	0.999
CP14g9621	g6023	CP14g9621	g6023	0	0	0	0	0.822	0.992	0.961	0.427	0.999
CP14g9621	g6076	CP14g9621	g6076	0	0	0	0	0.614	0.992	0.947	0.483	0.999
CP14g9621	g2849	CP14g9621	g2849	0	0	0	0	0.255	0.466	0	0	0.585
CP14g9621	CP6g6106	CP14g9621	CP6g6106	0	0	0	0	0.2	0.42	0.919	0.241	0.967
CP14g9621	CP6g5897	CP14g9621	CP6g5897	0	0	0	0	0.46	0.992	0.967	0.882	0.999
CP14g9621	g526	CP14g9621	g526	0	0	0	0	0.278	0.522	0	0	0.64
CP14g9621	CP6g5846	CP14g9621	CP6g5846	0	0	0	0	0.611	0.992	0.661	0.82	0.999
CP14g9621	g10218	CP14g9621	g10218	0	0	0	0	0.396	0.992	0.581	0.799	0.999
CP14g9621	g8039	CP14g9621	g8039	0	0	0	0	0.268	0	0	0.267	0.433
CP14g9621	CP6g5682	CP14g9621	CP6g5682	0	0	0	0	0.716	0.992	0.943	0.457	0.999
CP14g9621	g9202	CP14g9621	g9202	0	0	0	0	0.278	0.992	0.943	0.54	0.999
CP14g9621	g9305	CP14g9621	g9305	0	0	0	0	0.396	0.992	0.956	0.691	0.999
CP14g9621	g5382	CP14g9621	g5382	0	0	0	0	0.39	0.222	0	0.392	0.678
CP14g9621	g9247	CP14g9621	g9247	0	0	0	0	0.7	0.992	0.967	0.446	0.999
CP14g9621	g9434	CP14g9621	g9434	0	0	0	0	0.821	0.992	0.96	0.866	0.999
CP14g9621	g9173	CP14g9621	g9173	0	0	0	0	0.511	0.992	0.533	0.791	0.999
CP14g9621	CP5g4826	CP14g9621	CP5g4826	0	0	0	0	0.554	0.992	0.984	0.683	0.999
CP14g9621	g9656	CP14g9621	g9656	0	0	0	0	0.672	0.992	0.956	0.872	0.999
CP14g9621	CP6g5812	CP14g9621	CP6g5812	0	0	0	0	0.197	0.421	0	0.133	0.559
CP14g9621	CP3g3507	CP14g9621	CP3g3507	0	0	0	0	0.331	0.42	0.458	0.126	0.79
CP14g9621	CP14g9589	CP14g9621	CP14g9589	0	0	0	0	0.511	0.992	0.963	0.523	0.999
CP14g9621	g1184	CP14g9621	g1184	0	0	0	0	0.39	0.992	0.943	0.436	0.999
CP14g9621	g3526	CP14g9621	g3526	0	0	0	0	0.279	0.483	0.963	0.38	0.99
CP14g9621	g3299	CP14g9621	g3299	0	0	0	0	0.625	0.992	0.533	0.587	0.999
CP14g9621	g3438	CP14g9621	g3438	0	0	0	0	0.692	0.992	0.984	0.954	0.999
CP14g9621	g8930	CP14g9621	g8930	0	0	0	0	0.236	0.483	0.456	0.199	0.803
CP14g9621	CP1g976	CP14g9621	CP1g976	0	0	0	0	0.288	0.483	0.464	0.38	0.858
CP14g9621	g3145	CP14g9621	g3145	0	0	0	0	0.46	0.992	0	0.475	0.997
CP14g9621	CP6g5494	CP14g9621	CP6g5494	0	0	0	0	0.129	0.863	0	0.228	0.898
CP14g9621	g869	CP14g9621	g869	0	0	0	0	0.279	0.992	0.533	0.445	0.998
CP14g9621	g8962	CP14g9621	g8962	0	0	0	0	0.76	0.992	0.965	0.51	0.999
CP14g9621	g8600	CP14g9621	g8600	0	0	0	0	0.274	0.483	0.926	0.332	0.978
CP14g9621	g889	CP14g9621	g889	0	0	0	0	0.227	0	0	0.35	0.465
CP14g9621	CP15g9890	CP14g9621	CP15g9890	0	0	0	0	0.075	0.243	0.859	0	0.892
CP14g9621	g774	CP14g9621	g774	0	0	0	0	0.611	0.992	0.943	0.598	0.999
CP14g9621	CP1g269	CP14g9621	CP1g269	0	0	0	0	0.276	0.255	0	0.099	0.47
CP14g9621	g4624	CP14g9621	g4624	0	0	0	0	0.796	0.992	0.533	0.725	0.999
CP14g9621	CP1g621	CP14g9621	CP1g621	0	0	0	0	0.124	0.503	0.533	0.147	0.802
CP14g9621	CP1g207	CP14g9621	CP1g207	0	0	0	0	0.265	0.171	0	0.181	0.453
CP14g9621	g6289	CP14g9621	g6289	0	0	0	0	0.285	0.992	0	0.392	0.996
CP14g9621	g3878	CP14g9621	g3878	0	0	0	0	0	0	0.443	0.11	0.481
CP14g9621	g6870	CP14g9621	g6870	0	0	0	0	0.616	0.992	0.956	0.402	0.999
CP14g9621	CP5g5152	CP14g9621	CP5g5152	0	0	0	0	0.69	0.992	0.978	0.334	0.999
CP14g9621	g1469	CP14g9621	g1469	0	0	0	0	0.724	0.992	0.987	0.959	0.999
CP14g9621	g5113	CP14g9621	g5113	0	0	0	0	0.278	0.992	0.46	0.962	0.999
CP14g9621	g2660	CP14g9621	g2660	0	0	0	0	0.098	0.42	0.455	0.144	0.721
CP14g9621	g7453	CP14g9621	g7453	0	0	0	0	0.39	0.992	0.943	0.799	0.999
CP14g9621	CP3g2920	CP14g9621	CP3g2920	0	0	0	0	0.39	0.992	0.941	0.44	0.999
CP14g9621	g6159	CP14g9621	g6159	0	0	0	0	0.278	0	0.929	0.471	0.969
CP14g9621	g9619	CP14g9621	g9619	0	0	0	0	0.278	0.992	0.953	0.665	0.999
CP14g9621	g2355	CP14g9621	g2355	0	0	0	0	0.718	0.992	0.943	0.586	0.999
CP14g9621	g2397	CP14g9621	g2397	0	0	0	0	0.445	0.483	0.456	0.439	0.897
CP14g9621	CP3g3507	CP14g9621	CP3g3507	0	0	0	0	0.104	0	0.456	0.103	0.523
CP14g9621	g6851	CP14g9621	g6851	0	0	0	0	0.819	0.992	0.988	0.824	0.999
CP14g9621	CP4g3947	CP14g9621	CP4g3947	0	0	0	0	0.39	0.992	0.941	0.618	0.999
CP14g9621	g5951	CP14g9621	g5951	0	0	0	0	0.266	0	0.345	0.212	0.584
CP14g9621	g2638	CP14g9621	g2638	0	0	0	0	0.821	0.992	0.953	0.389	0.999
CP14g9621	g4795	CP14g9621	g4795	0	0	0	0	0.27	0	0.94	0	0.954
CP14g9621	CP1g719	CP14g9621	CP1g719	0	0	0	0	0.276	0.483	0.463	0.243	0.825
CP14g9621	g351	CP14g9621	g351	0	0	0	0	0.713	0.992	0.943	0.405	0.999
CP14g9621	g488	CP14g9621	g488	0	0	0	0	0.618	0.992	0.967	0.536	0.999
CP14g9621	g152	CP14g9621	g152	0	0	0	0	0.479	0.91	0.663	0.096	0.983
CP14g9621	g217	CP14g9621	g217	0	0	0	0	0.488	0.992	0.953	0.884	0.999
CP14g9621	g5350	CP14g9621	g5350	0	0	0	0	0.866	0.992	0	0.796	0.999
CP14g9621	CP1g674	CP14g9621	CP1g674	0	0	0	0	0.71	0.992	0.96	0.441	0.999
CP14g9621	CP1g768	CP14g9621	CP1g768	0	0	0	0	0.718	0.992	0.941	0.328	0.999
CP14g9621	CP1g737	CP14g9621	CP1g737	0	0	0	0	0.611	0.992	0.963	0.441	0.999
CP14g9621	CP1g1319	CP14g9621	CP1g1319	0	0	0	0	0.137	0.525	0.663	0.199	0.873
CP14g9664	g2477	CP14g9664	g2477	0.046	0	0	0	0.278	0	0.934	0.441	0.97
CP14g9664	CP14g9661	CP14g9664	CP14g9661	0.055	0	0.153	0	0.267	0	0.91	0.29	0.954
CP14g9664	CP2g2381	CP14g9664	CP2g2381	0	0	0	0	0.269	0	0	0.242	0.415
CP14g9664	g2887	CP14g9664	g2887	0.056	0	0	0	0.096	0.171	0.556	0.103	0.665
CP14g9664	CP14g9602	CP14g9664	CP14g9602	0	0	0	0	0	0	0.458	0	0.457
CP14g9664	g9174	CP14g9664	g9174	0	0	0	0	0	0	0	0.446	0.429
CP14g9664	g9656	CP14g9664	g9656	0.046	0	0	0	0	0	0	0.629	0.606
CP14g9664	CP4g3673	CP14g9664	CP4g3673	0	0	0	0	0	0.807	0	0.244	0.846
CP14g9664	g1176	CP14g9664	g1176	0.06	0	0	0	0	0	0.356	0.099	0.405
CP14g9664	CP3g3472	CP14g9664	CP3g3472	0.05	0	0	0	0.075	0	0	0.489	0.494
CP14g9664	CP1g698	CP14g9664	CP1g698	0.061	0	0	0	0	0.253	0.356	0.142	0.558
CP14g9664	g2233	CP14g9664	g2233	0	0	0	0	0	0	0.373	0.126	0.426
CP14g9664	g4585	CP14g9664	g4585	0.045	0	0	0	0.275	0	0	0.292	0.459
CP14g9664	g3458	CP14g9664	g3458	0.042	0	0	0	0	0	0.291	0.295	0.471
CP14g9664	g7705	CP14g9664	g7705	0	0	0	0	0	0.839	0	0.291	0.879
CP14g9664	CP1g159	CP14g9664	CP1g159	0	0	0	0	0	0	0.255	0.322	0.464
CP14g9664	CP1g869	CP14g9664	CP1g869	0	0	0	0	0	0	0	0.468	0.45
g2477	CP14g9661	g2477	CP14g9661	0.061	0	0	0	0.273	0	0.934	0.453	0.971
g2477	g8416	g2477	g8416	0.052	0	0	0	0	0	0	0.479	0.467
g2477	CP4g4377	g2477	CP4g4377	0	0	0	0	0.262	0	0	0.245	0.412
g2477	g346	g2477	g346	0	0	0	0	0	0	0	0.431	0.415
g2477	CP1g698	g2477	CP1g698	0.059	0	0	0	0	0	0.449	0.143	0.514
g2477	CP12g8928	g2477	CP12g8928	0	0	0	0	0	0	0	0.437	0.42
g2477	g2887	g2477	g2887	0	0	0	0	0	0	0.442	0.103	0.476
g2477	CP15g9915	g2477	CP15g9915	0.054	0	0	0	0	0	0.282	0.445	0.577
g2477	g4156	g2477	g4156	0.051	0	0	0	0.267	0	0	0.289	0.454
g2477	g4369	g2477	g4369	0	0	0	0	0	0	0.91	0	0.91
g2477	CP1g1189	g2477	CP1g1189	0	0	0	0	0.267	0	0	0.291	0.45
g2477	g3934	g2477	g3934	0	0	0	0	0	0	0	0.421	0.405
g2477	CP2g2381	g2477	CP2g2381	0.042	0	0	0	0.275	0.133	0	0.398	0.578
g2477	g3500	g2477	g3500	0	0	0	0	0	0	0	0.68	0.653
g2477	g1176	g2477	g1176	0	0	0	0	0	0	0	0.425	0.409
g2477	CP4g3957	g2477	CP4g3957	0.06	0	0	0	0	0	0	0.432	0.427
g2477	CP4g4377	g2477	CP4g4377	0	0	0	0	0.262	0	0	0.245	0.412
g2477	CP2g1599	g2477	CP2g1599	0	0	0	0	0	0	0	0.483	0.464
g2477	CP2g1599	g2477	CP2g1599	0	0	0	0	0	0	0	0.483	0.464
g2477	CP3g3555	g2477	CP3g3555	0	0	0	0	0	0	0	0.572	0.55
g2477	CP12g8821	g2477	CP12g8821	0.061	0	0	0	0.195	0	0.356	0.231	0.571
g2477	g1444	g2477	g1444	0	0	0	0	0	0	0	0.475	0.457
g2477	g4585	g2477	g4585	0.054	0	0	0	0.3	0	0	0.435	0.581
g8039	g7054	g8039	g7054	0.053	0	0	0	0	0	0	0.576	0.559
g8039	g10285	g8039	g10285	0	0	0	0	0	0	0	0.445	0.428
g8039	CP6g5682	g8039	CP6g5682	0	0	0	0	0.271	0	0	0.288	0.451
g8039	g4369	g8039	g4369	0	0	0	0	0	0	0.91	0	0.91
g8039	CP6g5607	g8039	CP6g5607	0	0	0	0	0	0	0	0.439	0.422
g8039	CP1g1152	g8039	CP1g1152	0	0	0	0	0	0	0	0.575	0.553
g8039	CP1g1077	g8039	CP1g1077	0	0	0	0	0.255	0	0	0.303	0.45
g8039	g4156	g8039	g4156	0	0	0	0	0.269	0	0	0.503	0.606
g8039	g5044	g8039	g5044	0.054	0	0	0	0	0	0.369	0.165	0.454
g8039	g9247	g8039	g9247	0.043	0	0	0	0.27	0	0	0.27	0.438
g8039	CP14g9602	g8039	CP14g9602	0	0	0	0	0	0	0	0.54	0.519
g8039	g8788	g8039	g8788	0	0	0	0	0	0	0	0.432	0.415
g8039	g9173	g8039	g9173	0	0	0	0	0	0	0	0.549	0.528
g8039	CP5g4633	g8039	CP5g4633	0	0	0	0	0.268	0	0	0.287	0.448
g8039	CP3g3507	g8039	CP3g3507	0	0	0	0	0.266	0	0	0.388	0.52
g8039	g1964	g8039	g1964	0	0	0	0	0.265	0	0	0.33	0.477
g8039	CP15g9863	g8039	CP15g9863	0.046	0	0	0	0.251	0	0.299	0.157	0.518
g8039	CP1g1189	g8039	CP1g1189	0	0	0	0	0.265	0	0	0.483	0.589
g8039	CP15g9933	g8039	CP15g9933	0	0	0	0	0	0	0	0.529	0.508
g8039	g8416	g8039	g8416	0	0	0	0	0	0	0	0.546	0.525
g8039	CP1g143	g8039	CP1g143	0	0	0	0	0	0	0	0.529	0.508
g8039	g7291	g8039	g7291	0	0	0	0	0	0.171	0.456	0.244	0.625
g8039	CP9g7576	g8039	CP9g7576	0	0	0	0	0.234	0	0	0.288	0.423
g8039	CP1g477	g8039	CP1g477	0	0	0	0	0.448	0	0	0	0.448
g8039	g505	g8039	g505	0.045	0	0	0	0.239	0	0	0.292	0.432
g8039	g5566	g8039	g5566	0.042	0	0	0	0	0.171	0.296	0.082	0.416
g8039	g2247	g8039	g2247	0	0	0	0	0	0.849	0	0.292	0.886
g8039	CP1g698	g8039	CP1g698	0.054	0	0	0	0.266	0	0.369	0.232	0.614
g8039	CP1g768	g8039	CP1g768	0	0	0	0	0.313	0	0	0.336	0.515
g8039	g1379	g8039	g1379	0	0	0	0	0.266	0	0	0.438	0.557
g8039	CP1g646	g8039	CP1g646	0.052	0	0	0	0.273	0	0	0.446	0.572
g8039	CP1g682	g8039	CP1g682	0	0	0	0	0	0	0	0.469	0.451
g8039	CP13g9299	g8039	CP13g9299	0	0	0	0	0.523	0	0	0.632	0.804
g8039	g1382	g8039	g1382	0	0	0	0	0.096	0	0.995	0.511	0.997
g8039	g2429	g8039	g2429	0	0	0	0	0	0	0	0.6	0.577
g8039	g2541	g8039	g2541	0	0	0	0	0.269	0	0	0.301	0.459
g8039	g2310	g8039	g2310	0	0	0	0	0.266	0	0	0.292	0.45
g8039	CP3g3448	g8039	CP3g3448	0	0	0	0	0.266	0	0.25	0	0.425
g8039	CP3g2773	g8039	CP3g2773	0	0	0.457	0.658	0	0	0.999	0.636	0.999
g8039	g2374	g8039	g2374	0	0	0	0	0	0	0.917	0.29	0.937
g8039	g1444	g8039	g1444	0	0	0	0	0	0	0.995	0.643	0.998
g8039	CP3g3156	g8039	CP3g3156	0	0	0	0	0	0	0	0.611	0.587
g8039	g6766	g8039	g6766	0.053	0	0	0	0.453	0	0	0.6	0.761
g8039	CP15g9803	g8039	CP15g9803	0	0	0	0	0	0	0.934	0.345	0.954
g8039	g6215	g8039	g6215	0.057	0	0	0	0.075	0	0.464	0.196	0.57
g8039	CP12g8765	g8039	CP12g8765	0	0	0	0	0.485	0	0	0.086	0.508
g8039	CP3g3555	g8039	CP3g3555	0.053	0	0	0	0	0	0.296	0.446	0.586
g8039	CP3g3203	g8039	CP3g3203	0	0	0	0	0	0	0	0.433	0.416
g8039	CP10g8482	g8039	CP10g8482	0	0	0	0.284	0.444	0	0.999	0.443	0.999
g2577	CP5g4633	g2577	CP5g4633	0	0	0.112	0	0	0	0	0.385	0.415
g2577	CP6g5494	g2577	CP6g5494	0	0	0	0	0	0	0	0.438	0.421
g2577	g6052	g2577	g6052	0	0	0	0	0	0	0	0.429	0.413
g2577	CP10g8644	g2577	CP10g8644	0	0	0.089	0	0	0	0	0.434	0.445
CP14g9661	CP12g8928	CP14g9661	CP12g8928	0	0	0	0	0	0	0	0.527	0.507
CP14g9661	CP6g5755	CP14g9661	CP6g5755	0.064	0	0	0	0	0	0.524	0.153	0.587
CP14g9661	g6966	CP14g9661	g6966	0	0	0	0	0	0	0	0.528	0.508
CP14g9661	g4585	CP14g9661	g4585	0.083	0	0	0	0.273	0	0	0.288	0.476
CP16g10041	g236	CP16g10041	g236	0	0	0	0	0.267	0	0	0.232	0.407
CP16g10041	g1955	CP16g10041	g1955	0	0	0.256	0	0.271	0	0	0	0.427
CP16g10041	CP15g9928	CP16g10041	CP15g9928	0	0	0	0	0	0	0	0.448	0.431
CP16g10041	g6052	CP16g10041	g6052	0	0	0	0	0	0	0	0.446	0.429
CP16g10041	CP15g9915	CP16g10041	CP15g9915	0	0	0	0	0.278	0	0	0.361	0.509
CP16g10041	CP1g1189	CP16g10041	CP1g1189	0	0	0	0	0.272	0	0	0.305	0.464
CP16g10041	CP1g40	CP16g10041	CP1g40	0	0	0	0	0	0	0	0.442	0.425
CP16g10041	CP1g217	CP16g10041	CP1g217	0	0	0.207	0	0.274	0	0	0.288	0.544
CP16g10041	g3934	CP16g10041	g3934	0	0	0	0	0.273	0	0	0.245	0.421
CP16g10041	g8571	CP16g10041	g8571	0	0	0	0	0.278	0	0	0.446	0.57
CP16g10041	CP3g3472	CP16g10041	CP3g3472	0	0	0	0	0.271	0	0.317	0.396	0.665
CP16g10041	CP3g2916	CP16g10041	CP3g2916	0	0	0	0	0.274	0	0	0.794	0.82
CP16g10041	CP3g2773	CP16g10041	CP3g2773	0	0	0	0	0.278	0	0.253	0.293	0.579
CP16g10041	CP3g2590	CP16g10041	CP3g2590	0	0	0	0	0.266	0	0	0.288	0.447
CP16g10041	CP3g2768	CP16g10041	CP3g2768	0	0	0	0	0.266	0	0	0.276	0.438
CP16g10041	CP4g4523	CP16g10041	CP4g4523	0	0	0	0	0.274	0	0	0.245	0.422
CP16g10041	CP4g4465	CP16g10041	CP4g4465	0	0	0	0	0.269	0	0	0.258	0.427
g3059	g8930	g3059	g8930	0	0	0	0	0	0.227	0	0.343	0.46
g3059	g2869	g3059	g2869	0	0	0	0	0	0.134	0	0.352	0.403
g3059	g2414	g3059	g2414	0	0	0	0	0	0.171	0.367	0.337	0.614
g3059	g5382	g3059	g5382	0	0	0	0	0	0.171	0.442	0.078	0.535
g3059	CP4g3673	g3059	CP4g3673	0	0	0	0	0	0.171	0.455	0.153	0.581
g3059	g159	g3059	g159	0	0	0	0	0	0.174	0.462	0	0.536
g3059	g6289	g3059	g6289	0	0	0	0	0	0.42	0	0	0.42
g3059	g3299	g3059	g3299	0	0	0	0	0.237	0.299	0	0.204	0.533
g3059	g3058	g3059	g3058	0	0	0	0	0	0.172	0.322	0.287	0.558
g3059	g869	g3059	g869	0	0	0	0	0	0.42	0	0	0.42
g3059	g488	g3059	g488	0	0	0	0	0	0.466	0	0.142	0.519
g3059	g5350	g3059	g5350	0	0	0	0	0	0.306	0	0.245	0.447
g3059	g3077	g3059	g3077	0	0	0	0	0	0.231	0.402	0	0.52
g3059	g4747	g3059	g4747	0	0	0	0	0	0.327	0.462	0.103	0.645
g3059	g7782	g3059	g7782	0	0	0	0	0	0.226	0.463	0.227	0.647
g3059	g9619	g3059	g9619	0	0	0	0	0	0.447	0.462	0.213	0.743
g3059	g1001	g3059	g1001	0	0	0	0	0	0.244	0.442	0.154	0.609
CP10g8382	CP1g40	CP10g8382	CP1g40	0	0	0.305	0.149	0	0.171	0.455	0.714	0.854
CP10g8382	CP2g2237	CP10g8382	CP2g2237	0	0	0	0	0	0.459	0	0.142	0.513
CP10g8382	CP13g9007	CP10g8382	CP13g9007	0	0	0	0	0	0	0.436	0	0.436
CP10g8382	g10000	CP10g8382	g10000	0	0	0	0	0	0.479	0	0.216	0.57
CP10g8382	CP15g9870	CP10g8382	CP15g9870	0	0	0.381	0	0	0	0	0.117	0.415
CP10g8382	CP9g7576	CP10g8382	CP9g7576	0	0	0.268	0	0	0.234	0.455	0.412	0.788
CP10g8382	g236	CP10g8382	g236	0	0	0.233	0	0	0	0	0.394	0.498
CP10g8382	CP1g1102	CP10g8382	CP1g1102	0	0	0.275	0	0	0.172	0	0.151	0.435
CP10g8382	CP14g9583	CP10g8382	CP14g9583	0	0	0	0	0	0.475	0	0.183	0.549
CP10g8382	CP3g2873	CP10g8382	CP3g2873	0	0	0	0	0	0.483	0	0.243	0.587
CP10g8382	g5911	CP10g8382	g5911	0	0	0	0	0	0	0.436	0	0.436
g7053	CP5g5052	g7053	CP5g5052	0.063	0	0	0	0.428	0	0	0.147	0.5
g7053	g526	g7053	g526	0.06	0	0	0	0.381	0	0	0.145	0.456
g7053	CP10g8484	g7053	CP10g8484	0.045	0	0	0	0.167	0.32	0	0.184	0.495
g7053	g10218	g7053	g10218	0	0	0	0	0.42	0	0	0.243	0.537
g7053	g4156	g7053	g4156	0.127	0	0	0	0.383	0	0	0.242	0.551
g7053	CP1g1335	g7053	CP1g1335	0.045	0	0	0	0.076	0	0.39	0	0.414
g7053	CP6g5682	g7053	CP6g5682	0	0	0	0	0.384	0	0	0.151	0.451
g7053	g9247	g7053	g9247	0	0	0	0	0.244	0	0	0.288	0.43
g7053	g9202	g7053	g9202	0	0	0	0	0.531	0	0	0.313	0.658
g7053	CP6g5607	g7053	CP6g5607	0.057	0	0	0	0	0	0	0.498	0.487
g7053	g6023	g7053	g6023	0	0	0	0	0.347	0	0	0.143	0.413
g7053	g5382	g7053	g5382	0	0	0	0	0.104	0	0	0.773	0.759
g7053	g9173	g7053	g9173	0	0	0	0	0.331	0	0	0.334	0.527
g7053	CP6g6106	g7053	CP6g6106	0	0	0	0	0.316	0	0	0.291	0.486
g7053	CP5g4633	g7053	CP5g4633	0.112	0	0	0	0.269	0	0	0.245	0.461
g7053	CP3g3507	g7053	CP3g3507	0	0	0	0	0.32	0	0	0.245	0.458
g7053	g9670	g7053	g9670	0	0	0	0	0	0	0.449	0	0.449
g7053	CP6g5812	g7053	CP6g5812	0	0	0	0	0.27	0.15	0	0.245	0.484
g7053	g7291	g7053	g7291	0.049	0	0	0	0.124	0	0	0.502	0.531
g7053	CP1g1319	g7053	CP1g1319	0	0	0	0	0.381	0	0	0.143	0.444
g7053	g8962	g7053	g8962	0.09	0	0	0	0.27	0	0	0.445	0.587
g7053	CP3g3025	g7053	CP3g3025	0	0	0	0	0	0.129	0.976	0.492	0.988
g7053	g8838	g7053	g8838	0	0	0	0	0.244	0	0	0.4	0.515
g7053	CP9g7576	g7053	CP9g7576	0.045	0	0	0	0.329	0	0	0.291	0.498
g7053	CP1g698	g7053	CP1g698	0.131	0	0	0	0	0	0.816	0.136	0.849
g7053	CP1g674	g7053	CP1g674	0	0	0	0	0.127	0	0	0.424	0.461
g7053	CP1g768	g7053	CP1g768	0	0	0	0	0.467	0	0	0.363	0.638
g7053	g3458	g7053	g3458	0.059	0	0	0	0.194	0.29	0	0.273	0.55
g7053	CP2g1817	g7053	CP2g1817	0	0	0	0	0	0	0	0.421	0.405
g7053	CP1g1189	g7053	CP1g1189	0.112	0	0	0	0.368	0.29	0	0.583	0.801
g7053	CP3g3472	g7053	CP3g3472	0.081	0	0	0	0.273	0	0	0.431	0.575
g7053	CP14g9589	g7053	CP14g9589	0	0	0	0	0.438	0	0	0	0.438
g7053	g5566	g7053	g5566	0.084	0	0	0	0	0	0.524	0.134	0.587
g7053	g6433	g7053	g6433	0	0	0	0	0.188	0	0	0.507	0.566
g7053	g3403	g7053	g3403	0	0	0	0	0	0.428	0	0	0.428
g7053	g1199	g7053	g1199	0	0	0	0	0	0.162	0	0.341	0.413
g7053	CP9g7576	g7053	CP9g7576	0.045	0	0	0	0.176	0.238	0	0.469	0.627
g7053	CP3g3354	g7053	CP3g3354	0.056	0	0	0	0.318	0.248	0	0.381	0.652
g7053	g1379	g7053	g1379	0	0	0	0	0.272	0.287	0	0.128	0.505
g7053	CP13g9299	g7053	CP13g9299	0.054	0	0	0	0.529	0	0	0.481	0.739
g7053	g1444	g7053	g1444	0.052	0	0	0	0.096	0	0.37	0.093	0.443
g7053	g4585	g7053	g4585	0.063	0	0	0	0.274	0	0	0.205	0.406
g7053	g4689	g7053	g4689	0.09	0	0	0	0.267	0	0	0.333	0.507
g7053	g1469	g7053	g1469	0	0	0	0	0.371	0	0	0.149	0.438
