#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
g1853	g4795	g1853	g4795	0	0	0	0	0	0	0.94	0	0.94
g1853	CP10g8498	g1853	CP10g8498	0	0	0	0	0	0	0	0.437	0.42
g1853	g6851	g1853	g6851	0	0	0	0	0.826	0.992	0.968	0.446	0.999
g1853	CP4g3947	g1853	CP4g3947	0	0	0	0	0.725	0.992	0.979	0.677	0.999
g1853	g7672	g1853	g7672	0	0	0	0	0.096	0	0	0.388	0.409
g1853	g7453	g1853	g7453	0	0	0	0	0.608	0.992	0.98	0.78	0.999
g1853	CP3g2920	g1853	CP3g2920	0.054	0	0	0	0.306	0.992	0.941	0.405	0.999
g1853	g6159	g1853	g6159	0	0	0	0	0.278	0.524	0.929	0	0.973
g1853	g9619	g1853	g9619	0	0	0	0	0.775	0.992	0.533	0.394	0.999
g1853	g2355	g1853	g2355	0	0	0	0	0.511	0.992	0.663	0.793	0.999
g1853	g2397	g1853	g2397	0.061	0	0	0	0.532	0.917	0.466	0.254	0.982
g1853	CP3g3507	g1853	CP3g3507	0	0	0	0	0.12	0	0.456	0.134	0.547
g1853	CP3g3203	g1853	CP3g3203	0	0	0	0	0.101	0.42	0.46	0	0.693
g1869	g1726	g1869	g1726	0.057	0	0	0	0.184	0.244	0	0.157	0.44
g1869	g5839	g1869	g5839	0	0	0	0	0.439	0	0	0.505	0.699
g1869	CP11g7751	g1869	CP11g7751	0	0	0	0	0.328	0.182	0	0.125	0.474
g1869	CP2g1763	g1869	CP2g1763	0	0	0	0	0.113	0.18	0	0.39	0.506
g1869	CP15g9863	g1869	CP15g9863	0	0	0	0	0.328	0.226	0.39	0.135	0.687
g1869	CP9g7576	g1869	CP9g7576	0	0	0	0	0.267	0.171	0	0.447	0.623
g1869	CP1g698	g1869	CP1g698	0.048	0	0	0	0.187	0.264	0	0.19	0.472
g1869	g236	g1869	g236	0	0	0	0	0	0	0.302	0.335	0.507
g1869	CP6g5912	g1869	CP6g5912	0	0	0	0	0.27	0.195	0	0.127	0.439
g1869	g2887	g1869	g2887	0	0	0	0	0.422	0.42	0.963	0.237	0.989
g1869	CP10g8468	g1869	CP10g8468	0	0	0	0.085	0	0	0	0.477	0.439
g1869	g5382	g1869	g5382	0	0	0	0	0.322	0.171	0	0.136	0.469
g1869	g4041	g1869	g4041	0	0	0	0	0.113	0.231	0.929	0.14	0.952
g1869	g1176	g1869	g1176	0.043	0	0	0	0.272	0	0	0.446	0.567
g1869	CP1g269	g1869	CP1g269	0	0	0	0	0.102	0	0.456	0.383	0.664
g1869	CP1g442	g1869	CP1g442	0	0	0	0	0.138	0.287	0	0.131	0.416
g1869	g2429	g1869	g2429	0	0	0	0	0	0	0	0.438	0.421
g1869	g3846	g1869	g3846	0	0	0	0	0.183	0.42	0.981	0.23	0.992
g1869	g2473	g1869	g2473	0.049	0	0	0	0.27	0	0	0.394	0.531
g1869	CP13g9299	g1869	CP13g9299	0	0	0	0	0.4	0.206	0.456	0.2	0.763
g1869	g4041	g1869	g4041	0	0	0.137	0	0.113	0.231	0.4	0.14	0.637
g1869	g1315	g1869	g1315	0	0	0	0	0.275	0.171	0	0.1	0.41
g1869	g4784	g1869	g4784	0	0	0	0	0.307	0	0	0.57	0.673
g1869	g4795	g1869	g4795	0	0	0	0	0.272	0	0	0.388	0.524
g1869	g6766	g1869	g6766	0	0	0	0	0.331	0.18	0	0.129	0.478
g1840	CP11g7751	g1840	CP11g7751	0	0	0	0	0.273	0	0	0.231	0.411
g1840	CP6g5755	g1840	CP6g5755	0	0	0	0	0.064	0	0	0.413	0.412
g1840	g2074	g1840	g2074	0	0	0	0	0.281	0	0	0.29	0.46
g1840	CP6g5607	g1840	CP6g5607	0	0	0	0	0.36	0	0	0.245	0.49
g1840	CP15g9915	g1840	CP15g9915	0	0	0	0	0.277	0	0	0.338	0.491
g1840	g1955	g1840	g1955	0	0	0	0	0.277	0.852	0	0.397	0.928
g1840	g1964	g1840	g1964	0	0	0	0	0.271	0	0	0.293	0.454
g1840	g3997	g1840	g3997	0	0	0	0	0.485	0	0	0.244	0.589
g1840	g2391	g1840	g2391	0	0	0	0	0.267	0.973	0	0.213	0.982
g1840	g4041	g1840	g4041	0	0	0	0	0.276	0	0	0.292	0.457
g1840	CP3g3050	g1840	CP3g3050	0	0	0	0	0.278	0.867	0	0.267	0.922
g1840	CP1g1331	g1840	CP1g1331	0	0	0	0	0.278	0.867	0	0.438	0.939
g1840	CP2g1763	g1840	CP2g1763	0	0	0	0	0.358	0	0	0.291	0.518
g1840	g883	g1840	g883	0	0	0	0	0.295	0	0	0.447	0.581
g1840	g6470	g1840	g6470	0	0	0	0	0.28	0	0	0.4	0.538
g1840	CP10g8475	g1840	CP10g8475	0	0	0	0	0.491	0	0	0	0.491
g1840	CP3g3449	g1840	CP3g3449	0	0	0	0	0.299	0	0	0.326	0.498
g1840	CP3g2773	g1840	CP3g2773	0	0	0	0	0.279	0	0	0.389	0.529
g1840	g4041	g1840	g4041	0	0	0	0	0.276	0	0	0.292	0.457
g1840	CP3g2590	g1840	CP3g2590	0	0	0	0	0.272	0	0	0.296	0.457
g1840	CP4g4465	g1840	CP4g4465	0	0	0	0	0.277	0	0	0.432	0.559
g4964	g1726	g4964	g1726	0.064	0	0	0	0.087	0	0.394	0.143	0.494
g4964	g7054	g4964	g7054	0.054	0	0	0	0	0	0.991	0.099	0.991
g4964	CP2g1632	g4964	CP2g1632	0.075	0	0.38	0	0	0	0.412	0.209	0.688
g4964	g4156	g4964	g4156	0.075	0	0.336	0	0.186	0	0.995	0.435	0.998
g4964	g5044	g4964	g5044	0.049	0	0	0	0	0	0.412	0.187	0.502
g4964	CP1g698	g4964	CP1g698	0.06	0	0	0	0	0	0.412	0	0.423
g4964	g3151	g4964	g3151	0	0	0	0	0	0	0.408	0.292	0.556
g4964	CP6g5903	g4964	CP6g5903	0.074	0	0.263	0	0	0	0	0.245	0.426
g4964	g7390	g4964	g7390	0.046	0	0	0	0	0.213	0.274	0.093	0.438
g4964	g8788	g4964	g8788	0	0	0	0	0	0	0.91	0.193	0.923
g4964	g2473	g4964	g2473	0.056	0	0	0	0	0	0.313	0.218	0.443
g4964	g1315	g4964	g1315	0	0	0	0	0.26	0	0.934	0.1	0.952
g4964	g2541	g4964	g2541	0	0	0	0	0.267	0	0.934	0.084	0.951
CP14g9488	CP12g8782	CP14g9488	CP12g8782	0.064	0	0	0	0	0	0.412	0.086	0.451
CP14g9488	CP11g7751	CP14g9488	CP11g7751	0.054	0	0	0	0	0	0.362	0.091	0.402
CP14g9488	g7053	CP14g9488	g7053	0.461	0	0	0	0.095	0	0	0.431	0.689
CP14g9488	g7054	CP14g9488	g7054	0.085	0	0	0	0	0	0.524	0.168	0.603
CP14g9488	CP6g5903	CP14g9488	CP6g5903	0.075	0	0	0	0	0	0	0.468	0.469
CP14g9488	CP14g9602	CP14g9488	CP14g9602	0.081	0	0	0	0	0	0.448	0.165	0.536
CP14g9488	g3934	CP14g9488	g3934	0.054	0	0	0	0	0	0.362	0.091	0.402
CP14g9488	g9434	CP14g9488	g9434	0.124	0	0	0	0	0	0	0.455	0.486
CP14g9488	g3934	CP14g9488	g3934	0.054	0	0	0	0	0	0.362	0.091	0.402
CP14g9488	g1008	CP14g9488	g1008	0.078	0	0	0	0	0	0.46	0.166	0.545
CP14g9488	CP1g1189	CP14g9488	CP1g1189	0.112	0	0	0	0	0	0.524	0.268	0.659
CP14g9488	CP1g682	CP14g9488	CP1g682	0.044	0	0	0	0	0	0.449	0.228	0.553
CP14g9488	g3151	CP14g9488	g3151	0.126	0	0	0	0	0	0.608	0.405	0.772
CP14g9488	g1176	CP14g9488	g1176	0	0	0	0	0	0	0.612	0	0.612
CP14g9488	CP3g3472	CP14g9488	CP3g3472	0.126	0	0	0	0	0	0	0.378	0.42
CP14g9488	CP1g646	CP14g9488	CP1g646	0.087	0	0	0	0	0	0.524	0.137	0.59
CP14g9488	g3826	CP14g9488	g3826	0.079	0	0	0	0	0	0.412	0.183	0.515
CP14g9488	g5566	CP14g9488	g5566	0.044	0	0	0	0	0	0.478	0.232	0.579
CP14g9488	g9919	CP14g9488	g9919	0	0	0	0	0	0	0.402	0.192	0.492
CP14g9488	g1379	CP14g9488	g1379	0	0	0	0	0	0	0.449	0	0.449
CP14g9488	g4585	CP14g9488	g4585	0	0	0	0	0	0	0	0.42	0.404
CP14g9488	g1648	CP14g9488	g1648	0.075	0	0	0	0	0	0.412	0.161	0.5
CP14g9488	g2374	CP14g9488	g2374	0	0	0	0	0	0	0.449	0.092	0.477
CP14g9488	CP3g2873	CP14g9488	CP3g2873	0	0	0	0	0	0	0	0.44	0.423
CP14g9488	CP3g2590	CP14g9488	CP3g2590	0.114	0	0	0	0	0	0.616	0	0.645
CP14g9420	CP14g9396	CP14g9420	CP14g9396	0	0	0	0	0	0	0	0.439	0.422
CP14g9420	g1650	CP14g9420	g1650	0	0	0	0	0	0	0	0.424	0.408
CP14g9420	g5839	CP14g9420	g5839	0	0	0	0	0.265	0	0	0.445	0.561
CP14g9420	CP1g869	CP14g9420	CP1g869	0	0	0	0	0.267	0	0	0.387	0.52
CP14g9420	CP16g10041	CP14g9420	CP16g10041	0	0	0	0	0.267	0	0	0.331	0.479
CP14g9420	g7053	CP14g9420	g7053	0.047	0	0	0	0	0	0	0.43	0.417
CP14g9420	CP6g5846	CP14g9420	CP6g5846	0	0	0	0	0	0	0	0.435	0.418
CP14g9420	g10218	CP14g9420	g10218	0	0	0	0	0	0	0	0.444	0.427
CP14g9420	g1908	CP14g9420	g1908	0	0	0	0	0.268	0	0	0.435	0.556
CP14g9420	CP1g1189	CP14g9420	CP1g1189	0	0	0	0	0.234	0	0	0.332	0.456
CP14g9420	CP3g3472	CP14g9420	CP3g3472	0.042	0	0	0	0.255	0	0	0.445	0.556
CP14g9420	g1964	CP14g9420	g1964	0	0	0	0	0.267	0	0	0.44	0.559
CP14g9420	g3934	CP14g9420	g3934	0	0	0	0	0.267	0	0	0.447	0.564
CP14g9420	g4017	CP14g9420	g4017	0	0	0	0	0.45	0	0	0	0.45
CP14g9420	CP1g665	CP14g9420	CP1g665	0	0	0	0	0.266	0	0.999	0.715	0.999
CP14g9420	CP1g768	CP14g9420	CP1g768	0	0	0	0	0	0	0	0.433	0.416
CP14g9420	CP1g682	CP14g9420	CP1g682	0	0	0	0	0.27	0	0	0.438	0.559
CP14g9420	g7782	CP14g9420	g7782	0	0	0	0	0	0	0	0.436	0.419
CP14g9420	g6159	CP14g9420	g6159	0	0	0	0	0	0	0	0.428	0.412
CP14g9420	CP3g2773	CP14g9420	CP3g2773	0	0	0	0	0.269	0	0	0.327	0.478
CP14g9420	CP3g2768	CP14g9420	CP3g2768	0	0	0	0	0.268	0	0	0.225	0.402
CP14g9420	CP4g4465	CP14g9420	CP4g4465	0	0	0	0	0.267	0	0	0.279	0.441
CP14g9420	g4689	CP14g9420	g4689	0.042	0	0	0	0	0	0.995	0.293	0.996
CP14g9420	g4795	CP14g9420	g4795	0	0	0	0	0	0	0	0.678	0.651
g1708	g2233	g1708	g2233	0	0	0	0	0	0	0.466	0.183	0.541
g1708	g6466	g1708	g6466	0	0	0	0	0	0	0.462	0	0.461
g1708	g5301	g1708	g5301	0	0	0	0	0	0.171	0.445	0.132	0.563
g1708	g7672	g1708	g7672	0	0	0	0	0	0	0.465	0.2	0.55
g1645	CP11g8116	g1645	CP11g8116	0	0	0	0	0	0.453	0	0.499	0.703
g1645	CP9g7576	g1645	CP9g7576	0	0	0	0	0.093	0.477	0	0.368	0.667
g1645	CP1g207	g1645	CP1g207	0	0	0	0	0	0.421	0	0.129	0.471
CP10g8482	g10285	CP10g8482	g10285	0	0	0	0	0.279	0	0	0.446	0.571
CP10g8482	g1726	CP10g8482	g1726	0.063	0	0	0	0.175	0.296	0	0.242	0.527
CP10g8482	g5839	CP10g8482	g5839	0	0	0	0	0	0.129	0	0.46	0.493
CP10g8482	g3686	CP10g8482	g3686	0	0	0	0	0.272	0	0.243	0	0.425
CP10g8482	CP12g8782	CP10g8482	CP12g8782	0	0	0	0	0.277	0.139	0	0.431	0.604
CP10g8482	CP11g7751	CP10g8482	CP11g7751	0	0	0	0	0.269	0	0	0.442	0.562
CP10g8482	g8039	CP10g8482	g8039	0	0	0	0.155	0	0	0.976	0.288	0.981
CP10g8482	g7054	CP10g8482	g7054	0.053	0	0	0	0	0	0	0.437	0.428
CP10g8482	g7125	CP10g8482	g7125	0	0	0	0	0.23	0	0	0.388	0.497
CP10g8482	g4369	CP10g8482	g4369	0	0	0	0	0	0	0.91	0.095	0.914
CP10g8482	g2887	CP10g8482	g2887	0	0	0	0	0.211	0.257	0	0.149	0.454
CP10g8482	CP6g5607	CP10g8482	CP6g5607	0	0	0	0	0.305	0	0	0.434	0.578
CP10g8482	g7291	CP10g8482	g7291	0	0	0	0	0	0	0.455	0.144	0.511
CP10g8482	CP1g1152	CP10g8482	CP1g1152	0	0	0	0	0.307	0	0	0.329	0.506
CP10g8482	CP1g1077	CP10g8482	CP1g1077	0	0	0	0	0	0.171	0	0.336	0.415
CP10g8482	g4156	CP10g8482	g4156	0	0	0	0	0	0.171	0	0.502	0.553
CP10g8482	g5044	CP10g8482	g5044	0.054	0	0	0	0	0	0.369	0.165	0.454
CP10g8482	g2291	CP10g8482	g2291	0	0	0	0	0	0	0	0.447	0.43
CP10g8482	g3997	CP10g8482	g3997	0.053	0	0	0	0.358	0.197	0	0.078	0.488
CP10g8482	g2358	CP10g8482	g2358	0.042	0	0	0	0.265	0	0	0.449	0.565
CP10g8482	CP1g682	CP10g8482	CP1g682	0	0	0	0	0.278	0	0	0.632	0.704
CP10g8482	g8788	CP10g8482	g8788	0	0	0	0	0	0	0	0.61	0.586
CP10g8482	CP15g9863	CP10g8482	CP15g9863	0.046	0	0	0	0.112	0	0.299	0.155	0.427
CP10g8482	CP3g3472	CP10g8482	CP3g3472	0.05	0	0	0	0.455	0	0	0.332	0.617
CP10g8482	g231	CP10g8482	g231	0	0	0	0	0.449	0	0	0.297	0.59
CP10g8482	g889	CP10g8482	g889	0	0	0	0	0.188	0	0	0.497	0.558
CP10g8482	g5566	CP10g8482	g5566	0.042	0	0	0	0	0	0.296	0.433	0.572
CP10g8482	CP2g1763	CP10g8482	CP2g1763	0.053	0	0	0	0.351	0.181	0	0.197	0.538
CP10g8482	CP1g1189	CP10g8482	CP1g1189	0	0	0	0	0.265	0	0	0.444	0.561
CP10g8482	g1176	CP10g8482	g1176	0.061	0	0	0	0	0	0.408	0.135	0.474
CP10g8482	g2247	CP10g8482	g2247	0	0	0	0	0	0.849	0	0.292	0.886
CP10g8482	CP1g217	CP10g8482	CP1g217	0.051	0	0	0	0.279	0	0	0.387	0.533
CP10g8482	CP9g7576	CP10g8482	CP9g7576	0	0	0	0	0	0	0.37	0.436	0.618
CP10g8482	CP1g698	CP10g8482	CP1g698	0.054	0	0	0	0.184	0.241	0.369	0.368	0.717
CP10g8482	CP15g9803	CP10g8482	CP15g9803	0	0	0	0	0.246	0.207	0.995	0.396	0.997
CP10g8482	CP9g7228	CP10g8482	CP9g7228	0	0	0	0	0	0	0	0.434	0.417
CP10g8482	CP1g646	CP10g8482	CP1g646	0.052	0	0	0	0.267	0	0	0.446	0.568
CP10g8482	g2068	CP10g8482	g2068	0	0	0	0	0.27	0	0	0.289	0.451
CP10g8482	g7621	CP10g8482	g7621	0	0	0	0	0.276	0	0	0.3	0.463
CP10g8482	g2310	CP10g8482	g2310	0	0	0	0	0.262	0	0	0.293	0.447
CP10g8482	g1379	CP10g8482	g1379	0	0	0	0	0.275	0.171	0	0.439	0.622
CP10g8482	CP13g9299	CP10g8482	CP13g9299	0	0	0	0	0.187	0.251	0	0.412	0.6
CP10g8482	g6215	CP10g8482	g6215	0.057	0	0	0	0.096	0	0.456	0.136	0.543
CP10g8482	g1382	CP10g8482	g1382	0	0	0	0	0.413	0.171	0.995	0.293	0.998
CP10g8482	CP3g3555	CP10g8482	CP3g3555	0.053	0	0	0	0	0.207	0.296	0.448	0.659
CP10g8482	g1444	CP10g8482	g1444	0	0	0	0	0.308	0.171	0.934	0.441	0.975
CP10g8482	g6159	CP10g8482	g6159	0	0	0	0	0	0	0	0.534	0.513
CP10g8482	g9619	CP10g8482	g9619	0	0	0	0	0	0	0	0.446	0.429
CP10g8482	CP3g2773	CP10g8482	CP3g2773	0	0	0	0.17	0.289	0	0.976	0.415	0.987
CP10g8482	CP10g8482	CP10g8482	CP10g8482	0	0	0.468	0.887	0.265	0	0.976	0	0.982
CP10g8482	g2374	CP10g8482	g2374	0	0	0	0	0.292	0	0.918	0.29	0.954
CP14g9378	CP1g1297	CP14g9378	CP1g1297	0.044	0	0	0	0	0.25	0.446	0.131	0.606
CP14g9378	g6023	CP14g9378	g6023	0.112	0	0	0	0.274	0	0.51	0	0.656
CP14g9378	g6076	CP14g9378	g6076	0.112	0	0	0	0.276	0	0	0.379	0.556
CP14g9378	CP6g6106	CP14g9378	CP6g6106	0.056	0	0	0	0.271	0	0.429	0	0.572
CP14g9378	CP6g5846	CP14g9378	CP6g5846	0	0	0	0	0.275	0	0.538	0	0.65
CP14g9378	g5873	CP14g9378	g5873	0.112	0	0	0	0.279	0	0	0.361	0.546
CP14g9378	g5724	CP14g9378	g5724	0.112	0	0	0	0.275	0	0	0.277	0.487
CP14g9378	CP9g7527	CP14g9378	CP9g7527	0.112	0	0	0	0	0	0.551	0.303	0.693
CP14g9378	g8522	CP14g9378	g8522	0	0	0	0	0.278	0	0.545	0	0.657
CP14g9378	g8476	CP14g9378	g8476	0.061	0	0	0	0.275	0	0	0.2	0.402
CP14g9378	g8502	CP14g9378	g8502	0.112	0	0	0	0.299	0.487	0.649	0.221	0.895
CP14g9378	g8485	CP14g9378	g8485	0.112	0	0	0	0.275	0	0.566	0.1	0.714
CP14g9378	CP10g8598	CP14g9378	CP10g8598	0.112	0	0	0	0.275	0	0	0.404	0.572
CP14g9378	g1080	CP14g9378	g1080	0.061	0	0.223	0	0	0.477	0	0.14	0.622
CP14g9378	CP14g9621	CP14g9378	CP14g9621	0	0	0	0	0.276	0	0.563	0	0.67
CP14g9378	g10218	CP14g9378	g10218	0.112	0	0	0	0.278	0	0.493	0.268	0.726
CP14g9378	g9656	CP14g9378	g9656	0.112	0	0	0	0.274	0	0.601	0	0.72
CP14g9378	CP6g5682	CP14g9378	CP6g5682	0.056	0	0	0	0.274	0	0	0.44	0.57
CP14g9378	CP5g5052	CP14g9378	CP5g5052	0.089	0	0	0	0.274	0	0.554	0.381	0.788
CP14g9378	CP5g4826	CP14g9378	CP5g4826	0.056	0	0	0	0	0	0.608	0	0.614
CP14g9378	g9305	CP14g9378	g9305	0	0	0	0	0.276	0	0.593	0	0.692
CP14g9378	CP5g4677	CP14g9378	CP5g4677	0.056	0	0	0	0	0.42	0	0	0.429
CP14g9378	g9434	CP14g9378	g9434	0.112	0	0	0	0.277	0	0.608	0.335	0.806
CP14g9378	g3526	CP14g9378	g3526	0.075	0	0	0	0.277	0	0.398	0.163	0.615
CP14g9378	g9173	CP14g9378	g9173	0.075	0	0	0	0.319	0	0	0.138	0.406
CP14g9378	g8930	CP14g9378	g8930	0.075	0	0	0	0.276	0.271	0	0.372	0.644
CP14g9378	g8962	CP14g9378	g8962	0.054	0	0	0	0.276	0	0.456	0	0.594
CP14g9378	CP15g9881	CP14g9378	CP15g9881	0.061	0	0	0	0.448	0	0	0.151	0.518
CP14g9378	g6870	CP14g9378	g6870	0.112	0	0	0	0.275	0	0.461	0.293	0.717
CP14g9378	CP14g9589	CP14g9378	CP14g9589	0.056	0	0	0	0.279	0	0.474	0	0.61
CP14g9378	g3438	CP14g9378	g3438	0	0	0	0	0.277	0	0.531	0	0.646
CP14g9378	CP1g976	CP14g9378	CP1g976	0.075	0	0	0	0	0	0.398	0.163	0.49
CP14g9378	g774	CP14g9378	g774	0.075	0	0	0	0.277	0	0	0.203	0.415
CP14g9378	g152	CP14g9378	g152	0.112	0	0	0	0.193	0	0	0.38	0.506
CP14g9378	g217	CP14g9378	g217	0	0	0	0	0.275	0	0.545	0	0.656
CP14g9378	CP1g674	CP14g9378	CP1g674	0.112	0	0	0	0.275	0.484	0.566	0	0.836
CP14g9378	g8600	CP14g9378	g8600	0	0	0	0	0.268	0	0.455	0	0.584
CP14g9378	CP1g737	CP14g9378	CP1g737	0.112	0	0	0	0.273	0	0.458	0.117	0.648
CP14g9378	CP1g1297	CP14g9378	CP1g1297	0.044	0	0	0	0	0.25	0.446	0.131	0.606
CP14g9378	g1469	CP14g9378	g1469	0	0	0	0	0.277	0	0.48	0	0.607
CP14g9378	g6851	CP14g9378	g6851	0	0	0	0	0.276	0	0.455	0	0.588
CP14g9378	CP1g1297	CP14g9378	CP1g1297	0.044	0	0	0	0	0.25	0.446	0.131	0.606
CP14g9378	g9619	CP14g9378	g9619	0	0	0	0	0.273	0	0.601	0	0.697
CP14g9378	g2638	CP14g9378	g2638	0	0	0	0.396	0.274	0	0.522	0	0.638
g1675	CP1g607	g1675	CP1g607	0.061	0	0	0	0	0	0.356	0.242	0.496
g1650	CP11g8179	g1650	CP11g8179	0	0	0	0	0	0.856	0	0	0.856
g1650	CP1g698	g1650	CP1g698	0	0	0	0	0	0.852	0	0	0.852
g1650	CP2g1763	g1650	CP2g1763	0	0	0	0	0	0.852	0	0	0.852
g1650	g7782	g1650	g7782	0	0	0	0	0	0	0	0.442	0.425
g1650	CP4g4523	g1650	CP4g4523	0	0	0	0	0	0.841	0	0	0.841
CP1g1297	g1726	CP1g1297	g1726	0.049	0	0	0	0.098	0.243	0	0.199	0.405
CP1g1297	g5839	CP1g1297	g5839	0	0	0	0	0	0	0.268	0.548	0.639
CP1g1297	CP9g7351	CP1g1297	CP9g7351	0	0	0	0	0.271	0	0	0.245	0.419
CP1g1297	g9080	CP1g1297	g9080	0	0	0	0	0.108	0.171	0	0.288	0.419
CP1g1297	g8502	CP1g1297	g8502	0.054	0	0	0	0.105	0.249	0.441	0.13	0.632
CP1g1297	CP2g1841	CP1g1297	CP2g1841	0.043	0	0	0	0	0	0	0.481	0.464
CP1g1297	g1080	CP1g1297	g1080	0.045	0	0	0	0.275	0.196	0	0.1	0.43
CP1g1297	CP1g674	CP1g1297	CP1g674	0	0	0	0	0	0.248	0.39	0.109	0.554
CP1g1297	CP6g5607	CP1g1297	CP6g5607	0	0	0	0	0	0	0	0.471	0.453
CP1g1297	CP15g9793	CP1g1297	CP15g9793	0.052	0	0	0	0.272	0	0	0.209	0.401
CP1g1297	CP1g1077	CP1g1297	CP1g1077	0.044	0	0	0	0.269	0.863	0	0.326	0.925
CP1g1297	g3934	CP1g1297	g3934	0	0	0	0	0.269	0	0	0.379	0.516
CP1g1297	g60	CP1g1297	g60	0.05	0	0	0	0	0	0	0.473	0.46
CP1g1297	CP3g3472	CP1g1297	CP3g3472	0.062	0	0	0	0	0.226	0.455	0.347	0.701
CP1g1297	CP1g477	CP1g1297	CP1g477	0	0	0	0	0	0.758	0	0	0.758
CP1g1297	g2397	CP1g1297	g2397	0	0	0	0	0	0	0	0.472	0.454
g1726	g8502	g1726	g8502	0	0	0	0	0.118	0.524	0	0.248	0.652
g1726	g1004	g1726	g1004	0.056	0	0	0	0.139	0.302	0	0.103	0.421
g1726	g7250	g1726	g7250	0	0	0	0	0.082	0.171	0	0.291	0.404
g1726	CP1g869	g1726	CP1g869	0	0	0	0	0	0	0	0.575	0.553
g1726	g9080	g1726	g9080	0	0	0	0	0.386	0.429	0	0.299	0.728
g1726	CP11g7751	g1726	CP11g7751	0.063	0	0	0	0.123	0.42	0.36	0.434	0.79
g1726	g1080	g1726	g1080	0.059	0	0	0	0.096	0.438	0	0.089	0.505
g1726	g8039	g1726	g8039	0.063	0	0	0	0.404	0	0	0.277	0.555
g1726	g7054	g1726	g7054	0.112	0	0	0	0	0	0.494	0.366	0.683
g1726	CP6g5912	g1726	CP6g5912	0	0	0	0	0.127	0.289	0.463	0.243	0.71
g1726	g2887	g1726	g2887	0	0	0	0	0.483	0.522	0.66	0.485	0.949
g1726	g7142	g1726	g7142	0.061	0	0	0	0	0	0.336	0.208	0.458
g1726	g10218	g1726	g10218	0	0	0	0	0.106	0	0	0.705	0.699
g1726	CP1g1152	g1726	CP1g1152	0	0	0	0	0.097	0.476	0	0.144	0.557
g1726	g5044	g1726	g5044	0.081	0	0	0	0	0	0.603	0.297	0.716
g1726	g4156	g1726	g4156	0.126	0	0	0	0.213	0.42	0.606	0.598	0.921
g1726	CP13g9051	g1726	CP13g9051	0.063	0	0	0	0.089	0	0	0.421	0.448
g1726	CP15g9793	g1726	CP15g9793	0.085	0	0	0	0.078	0	0	0.422	0.455
g1726	CP6g5903	g1726	CP6g5903	0.128	0	0	0	0.183	0	0	0.387	0.514
g1726	g6536	g1726	g6536	0.057	0	0	0	0.184	0.244	0	0.094	0.4
g1726	g3934	g1726	g3934	0.063	0	0	0	0	0	0.36	0.138	0.435
g1726	g4041	g1726	g4041	0	0	0	0	0.296	0.42	0	0.2	0.641
g1726	g8930	g1726	g8930	0	0	0	0	0.075	0.438	0	0	0.457
g1726	g3934	g1726	g3934	0.063	0	0	0	0	0	0.36	0.138	0.435
g1726	g8788	g1726	g8788	0.06	0	0	0	0	0.118	0.355	0.137	0.474
g1726	g3997	g1726	g3997	0.081	0	0	0	0.119	0.171	0	0.244	0.418
g1726	CP15g9870	g1726	CP15g9870	0	0	0	0	0.096	0.171	0.442	0.147	0.593
g1726	CP2g1763	g1726	CP2g1763	0.086	0	0	0	0.197	0.42	0	0.158	0.591
g1726	CP2g2474	g1726	CP2g2474	0.077	0	0	0	0	0	0	0.773	0.752
g1726	g346	g1726	g346	0	0	0	0	0	0	0	0.669	0.643
g1726	CP1g698	g1726	CP1g698	0.128	0	0	0	0.178	0	0	0.599	0.669
g1726	CP1g674	g1726	CP1g674	0.061	0	0	0	0.095	0.524	0	0.232	0.644
g1726	g236	g1726	g236	0	0	0	0	0.096	0.171	0.442	0.147	0.593
g1726	CP1g1189	g1726	CP1g1189	0.061	0	0	0	0.11	0.476	0	0.239	0.618
g1726	g1176	g1726	g1176	0.13	0	0	0	0	0	0	0.421	0.46
g1726	CP3g3472	g1726	CP3g3472	0	0	0	0	0.193	0.523	0	0.598	0.822
g1726	g889	g1726	g889	0	0	0	0	0.176	0	0	0.409	0.479
g1726	g5155	g1726	g5155	0.063	0	0	0	0.086	0.443	0	0.242	0.585
g1726	CP13g9299	g1726	CP13g9299	0.059	0	0	0	0.437	0	0.66	0.696	0.932
g1726	g1382	g1726	g1382	0.049	0	0	0	0.44	0.394	0	0.185	0.699
g1726	CP1g442	g1726	CP1g442	0	0	0	0	0.133	0.515	0	0.456	0.743
g1726	g2473	g1726	g2473	0.087	0	0	0	0.075	0.466	0	0.147	0.561
g1726	CP3g3555	g1726	CP3g3555	0.112	0	0	0	0.098	0.478	0.462	0.459	0.851
g1726	g1444	g1726	g1444	0.075	0	0	0	0.483	0.132	0.995	0.193	0.998
g1726	g4585	g1726	g4585	0	0	0	0	0.089	0	0	0.484	0.492
g1726	CP13g9226	g1726	CP13g9226	0.08	0	0	0	0.396	0.523	0	0.693	0.899
g1726	g4784	g1726	g4784	0	0	0	0	0.139	0	0.463	0.331	0.657
g1726	g4041	g1726	g4041	0	0	0	0	0.296	0.42	0	0.2	0.641
g1726	CP10g8482	g1726	CP10g8482	0.063	0	0	0	0.175	0.296	0	0.242	0.527
g1726	CP10g8498	g1726	CP10g8498	0	0	0	0	0.105	0.171	0.456	0.189	0.626
