List_number	Accuracy	Model	Num	Gene
39	0.911111111	Lasso + GBM	28	"OG0000024,OG0000059,OG0000072,OG0000129,OG0000274,OG0000277,OG0000285,OG0000327,OG0000355,OG0000358,OG0000393,OG0000441,OG0000471,OG0000527,OG0000530,OG0000566,OG0000573,OG0000581,OG0000598,OG0000656,OG0000691,OG0000713,OG0000749,OG0000790,OG0000928,OG0000964,OG0000971,OG0000977"
40	0.902857143	RandomForest + DecisionTree	15	"OG0000656,OG0005916,OG0001547,OG0003620,OG0003825,OG0004269,OG0000060,OG0000393,OG0001026,OG0001426,OG0004413,OG0001410,OG0001490,OG0002966,OG0004930"
41	0.902857143	RandomForest + LightGBM	173	"OG0000656,OG0000119,OG0001490,OG0001426,OG0002433,OG0000060,OG0000657,OG0001766,OG0000607,OG0000477,OG0003620,OG0001925,OG0005093,OG0011450,OG0006455,OG0000393,OG0006026,OG0011492,OG0001410,OG0000233,OG0006188,OG0005916,OG0011500,OG0000037,OG0000045,OG0002966,OG0000749,OG0003419,OG0000186,OG0004812,OG0001295,OG0000043,OG0004450,OG0000213,OG0006653,OG0000468,OG0001691,OG0002676,OG0001605,OG0004671,OG0001920,OG0005770,OG0000373,OG0006988,OG0001583,OG0000530,OG0005769,OG0004269,OG0001403,OG0003473,OG0000018,OG0000212,OG0000053,OG0003510,OG0000427,OG0000434,OG0000942,OG0006621,OG0001225,OG0000633,OG0001201,OG0000189,OG0005836,OG0001182,OG0000144,OG0004579,OG0001721,OG0000076,OG0000349,OG0000164,OG0005201,OG0003454,OG0001209,OG0000069,OG0002118,OG0002104,OG0005235,OG0004893,OG0011482,OG0000366,OG0000285,OG0001068,OG0001178,OG0006160,OG0000606,OG0000358,OG0001916,OG0000385,OG0001304,OG0005413,OG0007413,OG0005067,OG0000129,OG0005245,OG0000262,OG0000009,OG0004520,OG0001327,OG0007184,OG0004514,OG0004163,OG0001947,OG0004720,OG0005844,OG0005707,OG0000595,OG0005195,OG0004983,OG0008499,OG0001552,OG0006727,OG0001258,OG0000244,OG0001547,OG0000324,OG0000736,OG0004792,OG0003484,OG0001369,OG0005806,OG0000848,OG0001026,OG0002533,OG0004412,OG0005575,OG0005180,OG0001284,OG0000059,OG0001884,OG0001204,OG0000459,OG0005659,OG0004564,OG0002635,OG0000804,OG0005570,OG0000580,OG0004651,OG0000552,OG0006565,OG0005569,OG0009749,OG0000267,OG0012457,OG0000507,OG0007611,OG0000746,OG0003504,OG0001979,OG0000828,OG0001817,OG0003084,OG0000476,OG0000311,OG0005450,OG0000105,OG0002048,OG0005204,OG0000688,OG0000011,OG0001345,OG0000146,OG0000252,OG0001008,OG0000058,OG0004795,OG0006312,OG0001478,OG0009065,OG0004715,OG0000879,OG0000377,OG0006053"
42	0.902857143	RandomForest + KNN	200	"OG0001490,OG0003620,OG0000656,OG0005916,OG0000393,OG0001426,OG0000060,OG0000119,OG0002966,OG0004269,OG0001925,OG0000233,OG0000749,OG0000366,OG0000468,OG0003825,OG0000573,OG0001026,OG0000037,OG0001547,OG0003510,OG0005180,OG0004930,OG0004413,OG0001766,OG0006188,OG0000736,OG0004651,OG0000657,OG0003473,OG0001327,OG0001410,OG0006455,OG0000377,OG0004803,OG0001125,OG0000059,OG0000137,OG0000018,OG0001150,OG0005093,OG0000359,OG0000358,OG0002867,OG0000477,OG0004448,OG0000942,OG0002433,OG0000043,OG0000069,OG0007393,OG0000285,OG0000244,OG0000879,OG0000674,OG0005769,OG0005492,OG0000053,OG0000552,OG0003454,OG0005195,OG0001204,OG0000311,OG0002118,OG0007184,OG0004564,OG0001552,OG0000277,OG0004514,OG0000828,OG0000746,OG0002892,OG0002104,OG0006314,OG0001183,OG0011500,OG0000441,OG0003482,OG0001176,OG0002506,OG0011450,OG0000267,OG0004221,OG0020440,OG0000245,OG0000388,OG0013183,OG0005459,OG0005679,OG0003084,OG0000507,OG0009080,OG0001403,OG0005314,OG0000045,OG0001016,OG0000213,OG0012186,OG0005830,OG0007417,OG0004893,OG0003820,OG0000096,OG0006727,OG0001310,OG0006160,OG0006312,OG0005772,OG0001249,OG0004792,OG0004412,OG0003450,OG0004163,OG0003033,OG0008225,OG0000355,OG0004145,OG0007622,OG0000164,OG0005948,OG0005417,OG0007824,OG0006506,OG0006221,OG0000287,OG0004671,OG0006355,OG0000071,OG0009077,OG0004041,OG0006456,OG0001068,OG0008996,OG0009516,OG0000162,OG0000476,OG0001916,OG0005080,OG0012457,OG0001817,OG0000861,OG0000011,OG0005201,OG0000088,OG0005413,OG0006565,OG0001369,OG0000067,OG0003504,OG0004720,OG0012809,OG0006653,OG0005419,OG0012428,OG0003746,OG0001110,OG0000058,OG0000102,OG0000595,OG0002482,OG0006847,OG0000286,OG0004788,OG0006988,OG0000448,OG0003998,OG0006346,OG0010006,OG0007196,OG0000373,OG0000688,OG0000713,OG0001178,OG0011451,OG0012473,OG0011492,OG0005067,OG0005552,OG0010708,OG0000345,OG0004782,OG0004785,OG0000252,OG0006026,OG0009099,OG0001450,OG0000459,OG0001799,OG0007396,OG0005217,OG0010068,OG0005096,OG0004805,OG0000396,OG0001457,OG0000258,OG0006696,OG0003556,OG0001270,OG0000144"
43	0.901818182	RandomForest + NaiveBayes	200	"OG0001490,OG0003620,OG0000656,OG0005916,OG0000393,OG0001426,OG0000060,OG0000119,OG0002966,OG0004269,OG0001925,OG0000233,OG0000749,OG0000366,OG0000468,OG0003825,OG0000573,OG0001026,OG0000037,OG0001547,OG0003510,OG0005180,OG0004930,OG0004413,OG0001766,OG0006188,OG0000736,OG0004651,OG0000657,OG0003473,OG0001327,OG0001410,OG0006455,OG0000377,OG0004803,OG0001125,OG0000059,OG0000137,OG0000018,OG0001150,OG0005093,OG0000359,OG0000358,OG0002867,OG0000477,OG0004448,OG0000942,OG0002433,OG0000043,OG0000069,OG0007393,OG0000285,OG0000244,OG0000879,OG0000674,OG0005769,OG0005492,OG0000053,OG0000552,OG0003454,OG0005195,OG0001204,OG0000311,OG0002118,OG0007184,OG0004564,OG0001552,OG0000277,OG0004514,OG0000828,OG0000746,OG0002892,OG0002104,OG0006314,OG0001183,OG0011500,OG0000441,OG0003482,OG0001176,OG0002506,OG0011450,OG0000267,OG0004221,OG0020440,OG0000245,OG0000388,OG0013183,OG0005459,OG0005679,OG0003084,OG0000507,OG0009080,OG0001403,OG0005314,OG0000045,OG0001016,OG0000213,OG0012186,OG0005830,OG0007417,OG0004893,OG0003820,OG0000096,OG0006727,OG0001310,OG0006160,OG0006312,OG0005772,OG0001249,OG0004792,OG0004412,OG0003450,OG0004163,OG0003033,OG0008225,OG0000355,OG0004145,OG0007622,OG0000164,OG0005948,OG0005417,OG0007824,OG0006506,OG0006221,OG0000287,OG0004671,OG0006355,OG0000071,OG0009077,OG0004041,OG0006456,OG0001068,OG0008996,OG0009516,OG0000162,OG0000476,OG0001916,OG0005080,OG0012457,OG0001817,OG0000861,OG0000011,OG0005201,OG0000088,OG0005413,OG0006565,OG0001369,OG0000067,OG0003504,OG0004720,OG0012809,OG0006653,OG0005419,OG0012428,OG0003746,OG0001110,OG0000058,OG0000102,OG0000595,OG0002482,OG0006847,OG0000286,OG0004788,OG0006988,OG0000448,OG0003998,OG0006346,OG0010006,OG0007196,OG0000373,OG0000688,OG0000713,OG0001178,OG0011451,OG0012473,OG0011492,OG0005067,OG0005552,OG0010708,OG0000345,OG0004782,OG0004785,OG0000252,OG0006026,OG0009099,OG0001450,OG0000459,OG0001799,OG0007396,OG0005217,OG0010068,OG0005096,OG0004805,OG0000396,OG0001457,OG0000258,OG0006696,OG0003556,OG0001270,OG0000144"
44	0.901818182	RandomForest + Enet[0.8]	67	"OG0001490,OG0003620,OG0005916,OG0001426,OG0002966,OG0004930,OG0004651,OG0006455,OG0000377,OG0005093,OG0000311,OG0004564,OG0004514,OG0013183,OG0005679,OG0003084,OG0001016,OG0006312,OG0005772,OG0012809,OG0000713,OG0011492,OG0005096,OG0000396,OG0000656,OG0000393,OG0000573,OG0000037,OG0005180,OG0003473,OG0004803,OG0004448,OG0000043,OG0007393,OG0005492,OG0000552,OG0007184,OG0020440,OG0003820,OG0008225,OG0000058,OG0006847,OG0001178,OG0000749,OG0001204,OG0011500,OG0000213,OG0007417,OG0000355,OG0007824,OG0001068,OG0012457,OG0003746,OG0000102,OG0006988,OG0001457,OG0001766,OG0001150,OG0000053,OG0004041,OG0001817,OG0001450,OG0001327,OG0006456,OG0001916,OG0001110,OG0000448"
45	0.901818182	glmboost	50	"OG0000037,OG0000043,OG0000058,OG0000102,OG0000162,OG0000189,OG0000195,OG0000213,OG0000233,OG0000252,OG0000285,OG0000299,OG0000311,OG0000324,OG0000377,OG0000393,OG0000441,OG0000448,OG0000477,OG0000494,OG0000552,OG0000576,OG0000633,OG0000749,OG0000804,OG0000821,OG0000859,OG0000930,OG0001005,OG0001150,OG0001204,OG0001410,OG0001418,OG0001426,OG0001552,OG0001766,OG0001799,OG0001813,OG0001817,OG0002118,OG0002662,OG0002925,OG0002966,OG0003084,OG0003430,OG0003473,OG0003510,OG0003820,OG0004564,OG0007006"
46	0.901818182	glmboost + Lasso	45	"OG0000162,OG0000311,OG0000324,OG0000377,OG0000393,OG0000477,OG0000576,OG0000633,OG0000804,OG0000930,OG0001410,OG0001426,OG0001766,OG0002118,OG0002966,OG0003084,OG0003473,OG0004564,OG0000037,OG0000043,OG0000299,OG0000552,OG0000749,OG0000859,OG0001005,OG0001204,OG0001552,OG0001799,OG0002925,OG0003510,OG0003820,OG0000213,OG0000285,OG0000448,OG0001150,OG0007006,OG0000102,OG0000233,OG0001817,OG0000058,OG0000189,OG0000195,OG0000252,OG0000494,OG0000821"
47	0.898412698	Lasso + RFE	22	"OG0000656,OG0000277,OG0000355,OG0000393,OG0000749,OG0000072,OG0000441,OG0000059,OG0000573,OG0000713,OG0000358,OG0000285,OG0000327,OG0000530,OG0000977,OG0000598,OG0000790,OG0000471,OG0000527,OG0000129,OG0000691,OG0000566"
48	0.896969697	Lasso + LightGBM	28	"OG0000656,OG0000977,OG0000355,OG0000471,OG0000749,OG0000129,OG0000928,OG0000527,OG0000358,OG0000072,OG0000277,OG0000713,OG0000598,OG0000059,OG0000327,OG0000581,OG0000530,OG0000971,OG0000393,OG0000285,OG0000573,OG0000566,OG0000790,OG0000441,OG0000024,OG0000691,OG0000964,OG0000274"
49	0.891428571	RandomForest + RFE	100	"OG0005916,OG0000656,OG0003825,OG0000366,OG0001026,OG0000037,OG0000393,OG0000749,OG0000060,OG0001552,OG0000552,OG0005180,OG0001925,OG0000573,OG0000233,OG0007393,OG0001204,OG0004930,OG0003620,OG0005195,OG0005093,OG0004564,OG0000053,OG0000244,OG0000213,OG0001327,OG0004413,OG0000746,OG0002966,OG0000043,OG0001426,OG0000477,OG0001410,OG0003084,OG0000657,OG0000119,OG0000359,OG0001490,OG0006188,OG0004803,OG0000736,OG0006455,OG0000277,OG0000045,OG0001150,OG0000828,OG0000285,OG0000358,OG0000441,OG0001766,OG0005492,OG0011500,OG0004269,OG0000311,OG0003454,OG0000377,OG0009080,OG0004448,OG0004221,OG0003473,OG0000245,OG0003510,OG0011450,OG0000674,OG0000018,OG0000069,OG0002892,OG0001176,OG0000468,OG0002104,OG0000137,OG0000059,OG0000507,OG0004651,OG0001547,OG0005769,OG0001125,OG0002118,OG0013183,OG0007417,OG0000267,OG0005314,OG0002506,OG0007184,OG0000879,OG0002867,OG0000388,OG0005459,OG0001016,OG0006314,OG0003482,OG0001183,OG0002433,OG0012186,OG0004514,OG0005679,OG0001403,OG0000942,OG0005830,OG0020440"
50	0.891428571	glmboost + RFE	48	"OG0004564,OG0000477,OG0003510,OG0000930,OG0001426,OG0000749,OG0000311,OG0001150,OG0000393,OG0002966,OG0001410,OG0003473,OG0000633,OG0000233,OG0000441,OG0000377,OG0000162,OG0000037,OG0002662,OG0000285,OG0000448,OG0001552,OG0001204,OG0001766,OG0000058,OG0001799,OG0001813,OG0000552,OG0000043,OG0000213,OG0002925,OG0000804,OG0000859,OG0002118,OG0003084,OG0000102,OG0003820,OG0000195,OG0000252,OG0001817,OG0000189,OG0001418,OG0000821,OG0000494,OG0000299,OG0000324,OG0003430,OG0001005"
51	0.891428571	glmboost + RandomForest	50	"OG0000037,OG0000043,OG0000058,OG0000102,OG0000162,OG0000189,OG0000195,OG0000213,OG0000233,OG0000252,OG0000285,OG0000299,OG0000311,OG0000324,OG0000377,OG0000393,OG0000441,OG0000448,OG0000477,OG0000494,OG0000552,OG0000576,OG0000633,OG0000749,OG0000804,OG0000821,OG0000859,OG0000930,OG0001005,OG0001150,OG0001204,OG0001410,OG0001418,OG0001426,OG0001552,OG0001766,OG0001799,OG0001813,OG0001817,OG0002118,OG0002662,OG0002925,OG0002966,OG0003084,OG0003430,OG0003473,OG0003510,OG0003820,OG0004564,OG0007006"
52	0.890620491	Lasso + DecisionTree	11	"OG0000656,OG0000393,OG0000059,OG0000277,OG0000441,OG0000355,OG0000749,OG0000598,OG0000129,OG0000358,OG0000713"
53	0.884761905	Lasso + StepGLM[both]	7	"OG0000277,OG0000656,OG0000928,OG0000581,OG0000749,OG0000790,OG0000441"
54	0.884761905	Lasso + StepGLM[backward]	7	"OG0000277,OG0000656,OG0000928,OG0000581,OG0000749,OG0000790,OG0000441"
55	0.88	Enet[0.6]	131	"OG0001490,OG0003620,OG0005916,OG0001426,OG0002966,OG0001925,OG0004930,OG0004413,OG0006455,OG0000377,OG0005093,OG0004448,OG0000244,OG0000311,OG0004564,OG0004514,OG0005679,OG0003084,OG0001016,OG0006312,OG0005772,OG0000071,OG0000713,OG0011492,OG0005096,OG0000396,OG0005659,OG0001355,OG0004418,OG0007611,OG0006468,OG0005214,OG0001698,OG0006147,OG0011482,OG0005040,OG0001409,OG0006302,OG0000656,OG0000393,OG0000060,OG0000233,OG0000749,OG0000573,OG0000037,OG0003510,OG0005180,OG0001766,OG0003473,OG0004803,OG0000043,OG0007393,OG0005492,OG0000552,OG0001204,OG0007184,OG0020440,OG0003820,OG0006727,OG0008225,OG0006506,OG0001110,OG0000058,OG0000102,OG0000252,OG0001799,OG0001457,OG0004715,OG0006616,OG0007413,OG0001605,OG0000859,OG0002008,OG0002232,OG0009696,OG0001699,OG0010112,OG0010051,OG0004551,OG0000234,OG0000299,OG0004995,OG0005454,OG0002782,OG0002925,OG0004918,OG0001327,OG0011500,OG0013183,OG0000213,OG0007417,OG0000355,OG0001068,OG0012457,OG0012809,OG0003746,OG0006847,OG0006988,OG0000448,OG0003556,OG0005237,OG0025407,OG0008404,OG0006450,OG0005235,OG0001547,OG0001150,OG0000053,OG0003482,OG0007824,OG0001817,OG0005413,OG0001369,OG0006653,OG0001178,OG0001450,OG0010039,OG0020450,OG0006053,OG0006456,OG0001916,OG0000189,OG0009588,OG0000621,OG0000494,OG0000633,OG0005904,OG0000385,OG0005770,OG0009065,OG0004004"
56	0.88	RandomForest + Enet[0.9]	46	"OG0003620,OG0005916,OG0006188,OG0006455,OG0005093,OG0004514,OG0005679,OG0006312,OG0011492,OG0005659,OG0001355,OG0006147,OG0000656,OG0001426,OG0000573,OG0000037,OG0005180,OG0004930,OG0000377,OG0004803,OG0004448,OG0007393,OG0000552,OG0003084,OG0006727,OG0004715,OG0000859,OG0002008,OG0001699,OG0000234,OG0002782,OG0008202,OG0001766,OG0008225,OG0006988,OG0006468,OG0001605,OG0005454,OG0005688,OG0001490,OG0001204,OG0007184,OG0006456,OG0001457,OG0007611,OG0000494"
57	0.88	RandomForest + Enet[0.7]	78	"OG0001490,OG0003620,OG0005916,OG0001426,OG0002966,OG0001925,OG0004930,OG0004651,OG0006455,OG0000377,OG0005093,OG0004448,OG0000311,OG0004564,OG0004514,OG0013183,OG0005679,OG0003084,OG0001016,OG0006312,OG0005772,OG0012809,OG0000713,OG0011492,OG0005096,OG0000396,OG0000656,OG0000393,OG0000749,OG0000573,OG0000037,OG0005180,OG0003473,OG0004803,OG0000043,OG0007393,OG0005492,OG0000552,OG0001204,OG0007184,OG0020440,OG0003820,OG0006727,OG0008225,OG0006506,OG0000058,OG0006847,OG0001457,OG0011500,OG0000213,OG0007417,OG0000355,OG0001068,OG0012457,OG0003746,OG0001110,OG0006988,OG0001178,OG0000233,OG0004413,OG0001766,OG0001150,OG0000053,OG0011450,OG0004792,OG0007824,OG0004041,OG0001817,OG0005413,OG0000102,OG0001450,OG0000657,OG0001327,OG0005195,OG0006456,OG0001916,OG0000252,OG0001799"
58	0.88	RandomForest + Enet[0.4]	117	"OG0001490,OG0003620,OG0005916,OG0001426,OG0000060,OG0002966,OG0001925,OG0000468,OG0003510,OG0005180,OG0004930,OG0004413,OG0006188,OG0004651,OG0003473,OG0001327,OG0006455,OG0000377,OG0004803,OG0001125,OG0005093,OG0004448,OG0007393,OG0000244,OG0005769,OG0000311,OG0002118,OG0004564,OG0004514,OG0003482,OG0001176,OG0011450,OG0013183,OG0005679,OG0003084,OG0001016,OG0006727,OG0006312,OG0005772,OG0001249,OG0004412,OG0007622,OG0006355,OG0000071,OG0006456,OG0012457,OG0012809,OG0012428,OG0001110,OG0006346,OG0000713,OG0011451,OG0011492,OG0010708,OG0006026,OG0010068,OG0005096,OG0000396,OG0000656,OG0000393,OG0000233,OG0000749,OG0003825,OG0000573,OG0000037,OG0001766,OG0000736,OG0000043,OG0000285,OG0005492,OG0000552,OG0005195,OG0001204,OG0007184,OG0000277,OG0011500,OG0020440,OG0000045,OG0000213,OG0007417,OG0003820,OG0006160,OG0004792,OG0008225,OG0000355,OG0007824,OG0006506,OG0001916,OG0001817,OG0005201,OG0003746,OG0000058,OG0000102,OG0006847,OG0006988,OG0001178,OG0004782,OG0000252,OG0001450,OG0001799,OG0001457,OG0001150,OG0000053,OG0012186,OG0001068,OG0000088,OG0000448,OG0003556,OG0004269,OG0001547,OG0000657,OG0004041,OG0005413,OG0001369,OG0006653,OG0010006,OG0000828"
59	0.88	Enet[0.8]	56	"OG0000377,OG0001426,OG0002966,OG0001355,OG0004930,OG0006312,OG0000713,OG0001409,OG0003620,OG0005659,OG0004448,OG0005916,OG0005096,OG0004514,OG0005679,OG0006147,OG0007611,OG0005093,OG0006455,OG0011492,OG0000573,OG0004803,OG0005180,OG0001699,OG0006727,OG0007393,OG0000037,OG0000213,OG0000749,OG0001327,OG0003084,OG0003473,OG0002925,OG0004564,OG0001068,OG0003746,OG0002158,OG0013183,OG0004715,OG0010051,OG0007184,OG0008404,OG0008202,OG0007417,OG0008423,OG0005454,OG0017305,OG0011072,OG0001766,OG0004413,OG0005688,OG0006468,OG0006988,OG0008225,OG0001457,OG0006456"
60	0.88	Enet[0.9]	49	"OG0000377,OG0005040,OG0006312,OG0000713,OG0001409,OG0003620,OG0005659,OG0005916,OG0005096,OG0004514,OG0005679,OG0006147,OG0007611,OG0005093,OG0006455,OG0011492,OG0001426,OG0000573,OG0004803,OG0004930,OG0005180,OG0006727,OG0004448,OG0007393,OG0000749,OG0003084,OG0003473,OG0004564,OG0003746,OG0013183,OG0004715,OG0010051,OG0007184,OG0008202,OG0008423,OG0000037,OG0001766,OG0001605,OG0005688,OG0006468,OG0006988,OG0008225,OG0005454,OG0000494,OG0005732,OG0001204,OG0001457,OG0001490,OG0006456"
61	0.877922078	glmboost + LDA	50	"OG0000037,OG0000043,OG0000058,OG0000102,OG0000162,OG0000189,OG0000195,OG0000213,OG0000233,OG0000252,OG0000285,OG0000299,OG0000311,OG0000324,OG0000377,OG0000393,OG0000441,OG0000448,OG0000477,OG0000494,OG0000552,OG0000576,OG0000633,OG0000749,OG0000804,OG0000821,OG0000859,OG0000930,OG0001005,OG0001150,OG0001204,OG0001410,OG0001418,OG0001426,OG0001552,OG0001766,OG0001799,OG0001813,OG0001817,OG0002118,OG0002662,OG0002925,OG0002966,OG0003084,OG0003430,OG0003473,OG0003510,OG0003820,OG0004564,OG0007006"
62	0.873246753	RandomForest + NeuralNetwork	400	"OG0001490,OG0003620,OG0000656,OG0005916,OG0000393,OG0001426,OG0000060,OG0000119,OG0002966,OG0004269,OG0001925,OG0000233,OG0000749,OG0000366,OG0000468,OG0003825,OG0000573,OG0001026,OG0000037,OG0001547,OG0003510,OG0005180,OG0004930,OG0004413,OG0001766,OG0006188,OG0000736,OG0004651,OG0000657,OG0003473,OG0001327,OG0001410,OG0006455,OG0000377,OG0004803,OG0001125,OG0000059,OG0000137,OG0000018,OG0001150,OG0005093,OG0000359,OG0000358,OG0002867,OG0000477,OG0004448,OG0000942,OG0002433,OG0000043,OG0000069,OG0007393,OG0000285,OG0000244,OG0000879,OG0000674,OG0005769,OG0005492,OG0000053,OG0000552,OG0003454,OG0005195,OG0001204,OG0000311,OG0002118,OG0007184,OG0004564,OG0001552,OG0000277,OG0004514,OG0000828,OG0000746,OG0002892,OG0002104,OG0006314,OG0001183,OG0011500,OG0000441,OG0003482,OG0001176,OG0002506,OG0011450,OG0000267,OG0004221,OG0020440,OG0000245,OG0000388,OG0013183,OG0005459,OG0005679,OG0003084,OG0000507,OG0009080,OG0001403,OG0005314,OG0000045,OG0001016,OG0000213,OG0012186,OG0005830,OG0007417,OG0004893,OG0003820,OG0000096,OG0006727,OG0001310,OG0006160,OG0006312,OG0005772,OG0001249,OG0004792,OG0004412,OG0003450,OG0004163,OG0003033,OG0008225,OG0000355,OG0004145,OG0007622,OG0000164,OG0005948,OG0005417,OG0007824,OG0006506,OG0006221,OG0000287,OG0004671,OG0006355,OG0000071,OG0009077,OG0004041,OG0006456,OG0001068,OG0008996,OG0009516,OG0000162,OG0000476,OG0001916,OG0005080,OG0012457,OG0001817,OG0000861,OG0000011,OG0005201,OG0000088,OG0005413,OG0006565,OG0001369,OG0000067,OG0003504,OG0004720,OG0012809,OG0006653,OG0005419,OG0012428,OG0003746,OG0001110,OG0000058,OG0000102,OG0000595,OG0002482,OG0006847,OG0000286,OG0004788,OG0006988,OG0000448,OG0003998,OG0006346,OG0010006,OG0007196,OG0000373,OG0000688,OG0000713,OG0001178,OG0011451,OG0012473,OG0011492,OG0005067,OG0005552,OG0010708,OG0000345,OG0004782,OG0004785,OG0000252,OG0006026,OG0009099,OG0001450,OG0000459,OG0001799,OG0007396,OG0005217,OG0010068,OG0005096,OG0004805,OG0000396,OG0001457,OG0000258,OG0006696,OG0003556,OG0001270,OG0000144,OG0004045,OG0000848,OG0001357,OG0000189,OG0005659,OG0010681,OG0002635,OG0004715,OG0005224,OG0002192,OG0001355,OG0001074,OG0004418,OG0001935,OG0000427,OG0008385,OG0003419,OG0000442,OG0005779,OG0005836,OG0001284,OG0000312,OG0005844,OG0002557,OG0000262,OG0000837,OG0002288,OG0000451,OG0000159,OG0010059,OG0011445,OG0000195,OG0007611,OG0010863,OG0001444,OG0000376,OG0002044,OG0009588,OG0001890,OG0010666,OG0006616,OG0000621,OG0008368,OG0007520,OG0000349,OG0004983,OG0000147,OG0005178,OG0009088,OG0002001,OG0000124,OG0009087,OG0012518,OG0002533,OG0003491,OG0007413,OG0000009,OG0001866,OG0009749,OG0000212,OG0005458,OG0006468,OG0000494,OG0006805,OG0001605,OG0004520,OG0002633,OG0001514,OG0004140,OG0003484,OG0005374,OG0006458,OG0003506,OG0000740,OG0000105,OG0000324,OG0000415,OG0000420,OG0000845,OG0000859,OG0000958,OG0000965,OG0000985,OG0001721,OG0001884,OG0001945,OG0002008,OG0002123,OG0002232,OG0003915,OG0003928,OG0004483,OG0004812,OG0005214,OG0005707,OG0006052,OG0006315,OG0006633,OG0007026,OG0007440,OG0007641,OG0008063,OG0009057,OG0009146,OG0009696,OG0010036,OG0010039,OG0010047,OG0011429,OG0011504,OG0012470,OG0000336,OG0000369,OG0000429,OG0000922,OG0001209,OG0001698,OG0004417,OG0005493,OG0007412,OG0010674,OG0000633,OG0002565,OG0000457,OG0004735,OG0005237,OG0005263,OG0000417,OG0000080,OG0001092,OG0001295,OG0006147,OG0005258,OG0011482,OG0001699,OG0001920,OG0012451,OG0010112,OG0010051,OG0005040,OG0009518,OG0005541,OG0000530,OG0005906,OG0007846,OG0012445,OG0005245,OG0010050,OG0006796,OG0001979,OG0008499,OG0006517,OG0020450,OG0005891,OG0003507,OG0001258,OG0014110,OG0002164,OG0000152,OG0012481,OG0006263,OG0004795,OG0004819,OG0005789,OG0003551,OG0000231,OG0005904,OG0007016,OG0006176,OG0001813,OG0000357,OG0004099,OG0004634,OG0000863,OG0001659,OG0004551,OG0000371,OG0004311,OG0005806,OG0008395,OG0008398,OG0009494,OG0010058,OG0025407,OG0000385,OG0002662,OG0002141,OG0001182,OG0006331,OG0001344,OG0012450,OG0002308,OG0001397,OG0012472,OG0005770,OG0000941,OG0007186,OG0020436,OG0009529,OG0025260"
63	0.873246753	glmboost + Enet[0.8]	50	"OG0000162,OG0000311,OG0000324,OG0000377,OG0000393,OG0000441,OG0000477,OG0000576,OG0000633,OG0000749,OG0000804,OG0000930,OG0001410,OG0001426,OG0001766,OG0001799,OG0001813,OG0002118,OG0002966,OG0003084,OG0003473,OG0003820,OG0004564,OG0000037,OG0000043,OG0000058,OG0000102,OG0000252,OG0000299,OG0000552,OG0000859,OG0001005,OG0001204,OG0001552,OG0001817,OG0002925,OG0003510,OG0007006,OG0000213,OG0000285,OG0000448,OG0001150,OG0001418,OG0002662,OG0003430,OG0000233,OG0000189,OG0000195,OG0000494,OG0000821"
64	0.873246753	glmboost + Enet[0.9]	49	"OG0000162,OG0000311,OG0000324,OG0000377,OG0000393,OG0000441,OG0000477,OG0000576,OG0000633,OG0000749,OG0000804,OG0000930,OG0001410,OG0001426,OG0001766,OG0002118,OG0002966,OG0003084,OG0003473,OG0004564,OG0000037,OG0000043,OG0000058,OG0000102,OG0000299,OG0000552,OG0000859,OG0001005,OG0001204,OG0001552,OG0001799,OG0002925,OG0003510,OG0003820,OG0000213,OG0000285,OG0000448,OG0001150,OG0001418,OG0001813,OG0003430,OG0007006,OG0000233,OG0001817,OG0000189,OG0000195,OG0000252,OG0000494,OG0000821"
65	0.870620491	Lasso + LDA	28	"OG0000024,OG0000059,OG0000072,OG0000129,OG0000274,OG0000277,OG0000285,OG0000327,OG0000355,OG0000358,OG0000393,OG0000441,OG0000471,OG0000527,OG0000530,OG0000566,OG0000573,OG0000581,OG0000598,OG0000656,OG0000691,OG0000713,OG0000749,OG0000790,OG0000928,OG0000964,OG0000971,OG0000977"
66	0.866666667	Lasso + NeuralNetwork	28	"OG0000024,OG0000059,OG0000072,OG0000129,OG0000274,OG0000277,OG0000285,OG0000327,OG0000355,OG0000358,OG0000393,OG0000441,OG0000471,OG0000527,OG0000530,OG0000566,OG0000573,OG0000581,OG0000598,OG0000656,OG0000691,OG0000713,OG0000749,OG0000790,OG0000928,OG0000964,OG0000971,OG0000977"
67	0.862857143	RandomForest + glmboost	46	"(Intercept),OG0003620,OG0005916,OG0004930,OG0006455,OG0000377,OG0005679,OG0006312,OG0000713,OG0011492,OG0005096,OG0000656,OG0001426,OG0000573,OG0000037,OG0005180,OG0003473,OG0004803,OG0000043,OG0007393,OG0005492,OG0007184,OG0003084,OG0008225,OG0001178,OG0000749,OG0005093,OG0011500,OG0013183,OG0007417,OG0000355,OG0001068,OG0012457,OG0003746,OG0006847,OG0001766,OG0001204,OG0020440,OG0007824,OG0001817,OG0000102,OG0006988,OG0005195,OG0004564,OG0006456,OG0001457"
